Time	Fp1	Fp2	F3	F4	C3	C4	P3	P4	O1	O2	F7	F8	T3	T4	T5	T6	FZ	CZ	PZ	FC1	FC2	CP1	CP2	FC5	FC6	CP5	CP6	FT9	FT10	P9	P10	POZ
11703.1250	-1.2357	-1.1385	0.4413	0.5931	0.5893	0.6881	0.1479	0.8912	-0.1820	0.4302	-0.5369	-1.4378	-0.4375	-1.4384	-0.2756	0.0154	0.8025	1.2478	0.7370	0.9116	1.1756	0.7832	1.0239	0.2587	-0.8168	0.0925	0.1643	-0.7128	-2.1605	-0.3598	-0.7437	0.4824
11707.0312	-1.2026	-1.4302	0.0833	-0.3153	0.4857	0.7237	0.5300	0.8797	-0.0750	0.2077	-0.5908	-0.8408	-0.2466	-0.4393	0.1207	-0.2404	-0.0131	0.8459	0.5130	0.3970	0.2735	0.6100	0.9515	0.3272	0.4565	0.4225	0.8772	-0.9401	-0.8065	-0.3217	-1.5950	0.3524
11710.9375	-1.1870	-0.7292	0.5135	0.5554	0.3228	0.8208	-0.0298	0.5717	-0.3406	-0.4168	-0.5181	-0.2384	-0.9633	-0.4293	-0.5589	-0.2689	0.7957	0.9052	0.3952	0.7519	0.8642	0.3647	1.0080	0.3980	0.5806	-0.0859	0.6082	-0.8984	-0.8370	-0.8158	-1.0392	-0.0992
11714.8438	0.9237	1.3748	1.7916	2.6382	0.4365	0.7928	-0.7418	-0.1481	-1.3797	-1.4299	0.4916	0.3724	-1.3406	-1.9209	-1.5172	-1.5934	2.6591	1.1115	0.0682	1.7259	2.1875	0.1877	0.7198	0.7387	0.2782	-0.6235	-0.4504	-0.4833	-2.0525	-1.7307	-2.3610	-0.7253
11718.7500	1.1858	1.3706	1.4858	2.1657	0.3734	0.4429	-0.4824	-0.4616	-0.8495	-1.4301	0.7213	0.1337	-0.9277	-1.8153	-1.0917	-1.5255	2.2150	0.8610	0.0768	1.4254	1.8226	0.1843	0.4413	0.6035	-0.1675	-0.4269	-0.7784	-0.0349	-1.8818	-1.2538	-1.7663	-0.6156
11722.6562	0.5409	0.8569	1.0442	1.5920	0.5922	-0.1620	0.2854	-0.7990	-0.1312	-1.0981	0.3325	-0.1210	0.1244	-1.8217	-0.1548	-1.6394	1.6756	0.7014	0.2555	1.1928	1.3372	0.5105	-0.0043	0.4755	-0.8527	0.2243	-1.3887	0.1228	-1.8139	-0.3239	-1.3860	-0.1674
11726.5625	0.2358	0.9013	1.2404	2.0967	0.6011	0.0659	-0.0179	-0.6514	-0.4207	-1.1336	0.1508	-0.0023	-0.2343	-1.9551	-0.5617	-1.5494	2.0887	0.9282	0.3124	1.4500	1.7825	0.5270	0.1908	0.4890	-0.8635	-0.0418	-1.3380	-0.0601	-2.0252	-0.6374	-1.3267	-0.2415
11730.4688	1.6534	2.6183	1.3886	2.7721	-0.0611	0.2259	-1.2905	-1.0978	-1.7888	-1.7615	0.4232	2.5024	-0.7438	-0.2943	-1.6109	-1.7116	2.2223	0.1473	-0.7959	1.0928	1.5143	-0.5109	-0.4976	0.2654	1.1665	-1.0195	-0.7714	-0.0467	0.6125	-1.5430	-1.7396	-1.3201
11734.3750	0.3630	1.4716	0.5432	1.9668	-0.4011	0.0963	-0.6171	-1.1196	-0.6113	-1.2996	-0.0249	2.0682	-0.4641	0.3280	-0.6289	-0.5837	1.1852	-0.4703	-0.8269	0.2627	0.9832	-0.7579	-0.6380	0.1939	0.5337	-0.4696	-0.4350	-0.1136	1.0668	-0.5575	0.0848	-1.1282
11738.2812	1.1889	2.9330	0.4194	3.2876	-1.1148	0.4625	-1.8094	-1.5543	-1.8395	-2.0218	-0.0340	4.8323	-0.7721	1.7652	-1.7429	-0.7894	1.2442	-1.3601	-1.6327	-0.2446	1.1731	-1.6469	-1.2857	-0.1528	1.8871	-1.4558	0.1208	0.0240	3.8963	-1.4863	-0.3388	-1.9525
11742.1875	1.6491	3.7450	1.1521	4.6473	-1.1098	1.0771	-2.6884	-1.4021	-3.2832	-2.3521	-0.1627	5.9093	-1.4665	1.7193	-2.7990	-1.2596	2.3379	-0.9958	-2.1003	0.3822	2.0544	-1.9090	-1.1724	0.0163	2.9790	-2.1001	0.5143	-0.6209	4.1260	-2.5703	-1.7213	-2.5957
11746.0938	3.6202	3.4607	2.1696	2.2057	-0.0216	-0.7453	-0.8108	-1.1483	-1.1563	-0.8707	1.9016	0.2765	-0.7001	-2.1768	-0.7744	-1.1851	2.7513	-0.2678	-0.9729	1.2541	1.0633	-0.7993	-0.7931	0.8240	-0.3234	-0.4383	-1.7927	0.5316	-2.6670	-0.6856	-0.6480	-1.0810
11750.0000	2.1184	1.5655	1.4700	1.9309	0.2866	-0.5189	0.7487	-1.0570	0.1081	-0.6146	1.3127	-0.8846	0.2953	-2.9753	0.6851	-1.2841	1.9652	-0.2209	-0.4763	0.8990	1.2853	-0.2444	-0.5878	1.0591	-1.6563	0.8401	-1.5896	0.1868	-3.3661	0.2895	-1.1432	-0.4271
11753.9062	1.5997	2.7984	0.8730	3.2944	-0.7467	0.5543	-1.5993	-1.3575	-2.0753	-1.7872	0.1302	3.9732	-0.7319	0.9204	-1.5692	-1.1156	1.7024	-0.8141	-1.6716	0.2712	1.4623	-1.4103	-1.0953	0.1335	1.8119	-1.1860	0.0363	-0.3206	2.6338	-1.5033	-1.2624	-1.9487
11757.8125	3.2618	4.1326	1.9733	3.6241	-0.5595	0.3813	-2.4559	-1.3339	-2.8508	-1.9216	1.0588	3.3616	-1.5708	0.0556	-2.4782	-1.3631	2.9789	-0.1816	-1.7922	1.2073	1.8547	-1.4425	-0.8932	0.3047	1.9565	-1.8508	-0.6117	-0.0525	1.0136	-2.1749	-1.3353	-2.2963
11761.7188	3.0623	3.4977	2.4219	2.6175	0.3304	-0.3202	-1.6441	-1.0160	-2.0741	-1.2795	1.2862	0.9079	-1.1153	-1.6813	-1.8495	-1.6813	3.3565	0.8607	-0.7891	2.0541	1.6983	-0.3274	-0.4013	0.4928	0.5224	-1.2096	-1.8152	0.2196	-2.0018	-1.5270	-1.2889	-1.3070
11765.6250	1.7199	2.0954	1.9280	2.4020	0.3331	0.3329	-1.1258	-0.5896	-1.4848	-1.3671	0.8028	0.4401	-1.2974	-1.5962	-1.5540	-1.3907	2.8086	1.0479	-0.3865	1.7980	1.9405	-0.0934	0.2362	0.5786	0.3503	-0.8741	-0.9914	-0.1781	-1.8952	-1.4965	-1.4126	-1.0809
11769.5312	1.1736	1.8666	1.8587	2.4474	0.2649	0.5050	-1.1075	-0.5316	-1.5109	-1.4877	0.4943	0.8160	-1.4786	-1.2262	-1.5954	-1.3144	2.7587	0.9917	-0.4290	1.7305	1.9316	-0.1758	0.3332	0.6293	0.7645	-0.8692	-0.6736	-0.4705	-1.4535	-1.6063	-1.4481	-1.1879
11773.4375	-0.4833	-0.1067	0.5329	1.0608	0.2648	0.7291	-0.2773	0.3710	-0.7988	-0.3952	-0.3799	0.3570	-0.5793	-0.4728	-0.7190	-0.5929	0.8728	0.6794	0.1689	0.6834	0.9687	0.2518	0.5864	0.2538	0.5400	-0.2468	0.4083	-0.6847	-0.3836	-0.9055	-1.5402	-0.1633
11777.3438	-0.0471	-0.8509	0.3847	0.5306	0.2625	0.5548	0.7278	0.5935	0.5143	0.2310	0.4381	-1.9694	-0.3084	-2.0769	0.4023	0.0463	0.4864	0.4043	0.5256	0.3489	0.9663	0.3389	0.8042	0.6116	-1.4809	0.6096	0.2074	-0.2401	-2.7632	0.0228	-0.6977	0.4226
11781.2500	-0.7100	-0.1238	0.4943	0.8755	0.1850	0.3418	0.1256	0.3438	-0.2491	-0.2012	-0.2726	0.0787	-0.4570	-0.7812	-0.3189	-0.3496	0.7541	0.2128	0.3769	0.4443	0.6251	0.2035	0.4999	0.3945	-0.0091	0.0741	0.1412	-0.4863	-0.9492	-0.5107	-0.9071	0.1547
11785.1562	-0.1327	3.0488	1.0026	4.4918	-1.0172	2.3616	-5.1584	0.4478	-4.5511	-2.1278	-1.0047	5.7772	-3.6565	2.9198	-5.8982	-0.0277	2.5691	0.9892	-0.6282	1.1975	2.8559	-0.9854	0.8011	-1.1390	3.6689	-4.5800	1.5012	-0.4683	4.8198	-4.6300	-0.3748	-2.0720
11789.0625	0.4856	0.5282	1.5815	2.0248	0.8024	0.2707	0.3491	0.5716	-0.7144	-0.0370	0.4445	-1.1726	-0.3080	-3.3436	-0.4690	-1.3741	2.1271	0.8302	0.8400	1.4493	1.6250	0.7727	0.7709	0.8965	-1.2726	0.3259	-0.7431	-0.3742	-3.9698	-0.8302	-2.6928	0.6052
11792.9688	1.5402	0.9384	1.1877	0.7934	0.3057	-0.3018	0.3589	0.0495	-0.5018	0.3939	0.8112	-0.8765	0.0494	-1.9946	0.3212	-0.5973	1.2505	-0.0607	-0.3153	0.6591	0.3799	-0.1373	-0.1737	0.7950	-0.4401	0.5299	-0.5484	-0.3043	-2.6474	-0.0024	-1.4231	-0.0394
11796.8750	2.0384	1.1996	1.5069	1.0078	0.3505	-0.0667	-0.3402	0.5555	-0.8841	0.6501	1.2088	-1.6359	-0.5907	-2.5794	-0.4834	-0.2446	1.6989	0.4663	0.0112	1.0539	0.8431	0.0331	0.3127	0.6510	-0.9140	-0.1080	-0.6041	-0.0140	-3.6771	-0.5090	-1.0537	0.1172
11800.7812	0.5420	-0.4149	0.4063	-0.3729	0.0988	0.4620	-0.6143	1.1516	-0.1776	1.0208	0.6248	-2.3325	-1.0333	-1.1496	-0.5891	1.1851	0.3812	0.8795	0.3755	0.4868	0.4971	0.1920	0.9525	0.0165	-0.9307	-0.5059	0.3337	0.0437	-2.4595	-0.3056	0.9280	0.3080
11804.6875	0.3377	0.0085	0.0125	0.7284	-0.4135	0.8298	-0.5741	0.5536	-0.5942	0.1758	0.1732	0.1586	-0.7268	-0.0103	-0.5802	0.6075	0.0630	-0.1978	-0.3027	-0.2335	0.5736	-0.4917	0.3095	0.0620	0.1931	-0.4424	1.0364	-0.2935	0.1535	-0.6120	-0.2032	-0.3009
11808.5938	-1.7501	-2.4340	-0.4038	-1.2324	0.7382	0.0504	1.7476	0.8065	1.3010	1.0263	-0.6048	-2.5207	0.8445	-1.3406	1.5687	0.1432	-0.7070	0.6739	0.9497	0.0681	-0.1837	1.0387	0.7273	0.3637	-1.3545	1.4563	0.1758	-0.5953	-2.2083	1.0780	-0.5948	1.1721
11812.5000	-2.3601	-2.6397	-0.8693	-0.7711	0.6393	0.3973	1.7092	0.3913	1.1657	0.3616	-1.1832	-1.2167	1.1572	-0.4379	1.4782	-0.3248	-1.0264	0.6144	0.7744	-0.1599	0.0828	1.0181	0.5095	0.1218	-0.8160	1.3701	0.4601	-0.7357	-0.3406	0.9087	-1.1443	0.8659
11816.4062	0.0778	-0.9681	0.0176	-0.1706	0.7766	0.0264	0.7452	0.2624	0.6223	0.3734	0.2506	-2.3002	0.7703	-1.9453	0.5469	-0.5546	0.1001	1.1327	0.9056	0.6157	0.7229	1.1359	0.4918	-0.0105	-2.0047	0.5615	-0.7655	0.3808	-2.3681	0.4601	-0.7543	0.8653
11820.3125	0.7202	-0.4897	0.1419	-0.6508	0.5533	-0.1784	0.4765	0.4365	0.8385	0.3113	0.9252	-2.6265	0.1916	-1.9403	0.2135	-0.1988	0.0233	0.8474	1.1341	0.4496	0.2575	0.9713	0.7262	-0.0039	-2.0017	0.2576	-0.7758	0.9161	-2.7524	0.2574	-0.0133	0.9828
11824.2188	0.7171	-0.9582	-0.2457	-1.3266	0.4223	-0.3167	0.9888	0.7203	1.3937	0.8128	1.1112	-3.2036	0.4986	-2.0402	0.8135	0.2216	-0.7151	0.3385	1.2876	-0.1266	-0.3397	0.9166	0.7239	0.0441	-2.4062	0.6886	-0.4766	1.0734	-2.9630	0.7254	0.2165	1.4038
11828.1250	-4.0239	-4.8690	-1.6840	-3.2757	0.8597	-0.1015	2.7372	2.1468	2.9140	2.6275	-1.2569	-4.6344	1.3522	-1.3994	2.4967	1.6820	-2.5483	0.6274	2.4095	-0.8229	-1.2872	1.8826	1.5434	-0.0352	-2.9587	2.0826	0.7074	-0.3117	-3.0316	2.1395	1.1047	2.9272
11832.0312	-1.3266	-2.8844	-1.0527	-2.1137	0.5598	-0.2077	2.1827	1.3079	2.2505	1.7448	0.0769	-3.8482	1.2644	-1.9511	2.0335	0.8039	-1.7933	0.1097	1.6690	-0.7288	-0.8229	1.2445	0.8994	0.1355	-2.8736	1.7042	0.2024	0.3808	-2.9712	1.6291	0.2192	2.1560
11835.9375	0.5163	-0.1025	0.5603	-0.7240	0.6185	-0.7973	1.0009	0.6031	0.7675	0.7892	0.8086	-2.2613	0.4162	-2.2902	0.6468	-0.3606	0.2616	0.1345	1.1604	0.3723	-0.5001	0.8312	0.4669	0.4535	-1.6177	0.7964	-0.9459	0.5578	-3.4228	0.4807	-0.5578	1.3374
11839.8438	-1.0408	-1.7358	-1.1468	-1.5847	-0.2579	0.0948	0.9180	1.3749	1.0692	1.5005	-0.1094	-1.3232	0.4295	-0.0070	0.8932	1.3287	-1.9324	-0.8765	0.8816	-1.3536	-1.2719	0.1930	0.5357	-0.1189	-0.8729	0.6747	1.2289	0.1673	-0.2584	0.7085	0.4876	1.4041
11843.7500	-0.4083	-2.0632	-0.6441	-2.6988	0.4309	-0.6577	1.7675	1.7230	1.9322	2.2491	0.6821	-4.0536	0.7991	-1.9810	1.6557	1.1923	-1.6760	-0.2352	1.7070	-0.7646	-1.6242	1.0103	0.9415	0.2012	-2.4400	1.3871	0.1591	0.6544	-3.5947	1.4157	0.5919	2.3417
11847.6562	-0.4559	-1.1396	-0.4100	-1.2694	0.1873	-0.2486	0.7439	1.1561	0.7881	1.4414	0.1603	-1.9575	0.3974	-0.9617	0.6666	0.8113	-0.9243	-0.1526	0.9753	-0.4592	-0.8171	0.5460	0.5392	-0.0006	-1.2832	0.5701	0.2478	0.2728	-1.7363	0.6277	0.3153	1.3694
11851.5625	-0.9105	-2.3363	-0.2826	-2.0310	0.8319	-0.4721	2.1633	1.2525	1.5926	1.9127	0.0425	-3.7158	1.1710	-2.1965	2.0714	0.4026	-0.9942	0.3294	1.2084	-0.1365	-0.9349	1.1278	0.7084	0.5288	-1.9861	1.8628	-0.0223	-0.2515	-3.6588	1.5236	-0.6153	1.8147
11855.4688	-1.6193	-1.9729	0.0660	-1.9104	0.8494	-0.4327	1.1677	1.1907	1.1790	1.4801	-0.3545	-3.2171	0.1652	-1.4111	0.9872	0.7058	-0.2718	1.0454	1.2901	0.5134	-0.6301	1.1822	1.0406	0.2663	-1.2993	0.9340	-0.3076	-0.3332	-3.2875	0.9153	0.6598	1.4090
11859.3750	-1.6690	-1.7227	-0.6301	-2.3632	0.4388	-0.5363	0.6608	0.6906	1.1936	1.0730	-0.5756	-1.9050	0.3030	0.3547	0.7566	0.9505	-1.0687	0.6527	0.9197	-0.0828	-1.1795	0.8367	0.5631	-0.3130	-0.5200	0.4431	-0.1460	0.0569	-0.7915	0.9568	1.6392	1.0137
11863.2812	-1.2897	-2.3029	-1.6560	-3.3070	0.1565	-0.2857	0.8180	0.7097	1.5556	1.0644	-0.4187	-1.7310	0.8717	1.3893	1.1131	1.0974	-2.5682	0.2631	0.8374	-1.0240	-1.8285	0.7599	0.4160	-0.7607	-0.2886	0.5117	0.6072	0.4940	1.0330	1.2030	1.4557	1.1042
11867.1875	0.0832	-1.5338	-0.3105	-2.6146	0.7364	-1.3034	1.7326	0.2780	2.5856	1.3885	0.9648	-4.7156	1.0396	-2.2677	1.9713	0.7921	-0.8423	0.6106	1.3315	0.0717	-0.9444	1.1800	0.4077	0.0747	-3.3920	1.3706	-1.5987	1.1953	-4.2668	2.0772	2.2693	1.6291
11871.0938	-0.9581	-1.8504	-0.1400	-1.8340	0.8832	-0.8217	2.0438	-0.0033	2.4093	0.4273	0.2984	-3.6309	0.8593	-2.0148	1.9077	-0.0715	-0.4091	0.8127	1.2840	0.3674	-0.3904	1.2612	0.6123	0.4037	-2.4851	1.6002	-1.2578	0.4553	-3.5353	1.6231	0.9154	1.2378
11875.0000	-0.1796	-1.8636	-0.3097	-2.3788	0.8160	-0.9155	2.2824	0.1458	2.6523	0.6613	0.8357	-4.1731	1.0840	-2.2304	2.2161	-0.0157	-0.9053	0.5271	1.3314	0.0164	-0.8257	1.2238	0.5935	0.4201	-2.7051	1.8074	-1.0986	0.7920	-3.7665	1.8134	0.6875	1.4615
11878.9062	-0.0600	-1.5266	-0.5721	-2.7175	0.5015	-0.9079	1.7231	0.3867	1.9789	1.0032	0.5875	-3.0163	1.0313	-0.9548	1.8427	0.3369	-1.4064	0.0582	0.9362	-0.4418	-1.5337	0.8168	0.3094	0.1381	-1.4700	1.3880	-0.4658	0.6305	-2.1054	1.5609	0.6503	1.2981
11882.8125	1.9673	1.5067	0.1100	-1.9918	-0.1194	-1.5268	-0.2325	-0.4912	0.3547	0.1726	1.1850	-0.1349	0.2534	0.7808	0.1514	0.0557	-0.5450	-0.6464	-0.1140	-0.3309	-2.0339	-0.2264	-0.6795	-0.2752	0.5927	-0.1964	-1.0331	1.2472	0.2536	0.4967	1.3143	0.1351
11886.7188	2.8481	3.1246	1.0842	0.9282	-0.3163	-0.9628	-1.2010	-1.1514	-1.0517	-0.7548	1.2712	1.5015	-0.3130	0.0544	-0.9414	-0.7137	1.3058	-0.6214	-0.9136	0.4187	-0.1492	-0.8131	-1.0842	0.0016	0.6829	-0.8891	-1.3676	0.8973	0.2442	-0.5249	0.3262	-0.9198
11890.6250	0.9631	2.2511	0.4135	1.4201	-0.5786	-0.0695	-1.3962	-0.8800	-1.5852	-1.1294	-0.0877	3.5015	-0.4679	1.7318	-1.3399	-0.7012	0.7250	-0.8003	-1.0542	-0.0477	-0.0011	-0.9713	-0.9111	-0.2111	2.1949	-1.1142	0.0061	-0.0181	2.9779	-1.1026	-0.5291	-1.1885
11894.5312	0.5488	-0.1978	0.0580	-0.9248	0.2755	-1.1315	0.8100	0.0885	1.2196	1.4057	0.7053	-2.6508	0.8280	-1.8056	1.1939	0.8082	-0.1157	-0.1105	0.4668	-0.0008	-0.4640	0.3587	-0.2812	0.0721	-2.5874	0.7519	-1.3734	0.7968	-3.0668	1.4666	1.8774	0.9785
11898.4375	0.4047	-0.0277	-0.1804	-1.3793	-0.0783	-0.8619	0.0630	0.5643	0.4251	1.6181	0.3674	-1.4074	0.3336	-0.2343	0.5180	1.2800	-0.6176	-0.4258	0.1461	-0.4131	-1.1705	-0.0580	-0.2431	-0.1967	-0.8781	0.1361	-0.3544	0.4599	-1.2004	0.8907	1.7873	0.7329
11902.3438	0.9945	0.6949	-0.2349	0.1303	-0.5817	-0.3249	-0.5537	0.2543	-0.0541	1.0593	0.5903	-0.2897	0.0445	-0.1762	-0.0986	1.2760	-0.3366	-0.9182	-0.2660	-0.6793	-0.2727	-0.6147	-0.4934	-0.2936	-1.0885	-0.3901	-0.0757	0.6722	-0.2931	0.3612	1.7373	0.2208
11906.2500	-0.3189	-0.2710	-0.8081	-0.2028	-0.7878	0.0644	-0.3669	0.6162	0.3745	1.0764	0.0476	-0.1203	-0.1930	0.5146	-0.0233	1.8286	-1.0087	-1.0971	0.0098	-1.1528	-0.4432	-0.6169	-0.1135	-0.3851	-0.9104	-0.3340	0.6911	0.4286	0.5114	0.3722	2.2149	0.4036
11910.1562	1.1615	0.7784	0.0146	0.1176	-0.6013	-0.1714	-0.5765	0.4027	-0.1104	0.8491	0.8111	-0.3923	-0.4058	-0.3061	-0.2704	1.2117	-0.1368	-0.8898	-0.2258	-0.5734	-0.2640	-0.6853	-0.2077	-0.0773	-0.7452	-0.4225	0.1623	0.5590	-0.6268	0.0618	1.4366	0.1224
11914.0625	1.6664	1.0682	0.0172	-0.5656	-0.7228	-0.3500	-0.7834	0.3826	-0.1010	0.7815	1.1330	-0.3571	-0.6584	0.2360	-0.3826	1.3676	-0.3669	-1.0039	-0.3587	-0.7034	-0.8381	-0.8637	-0.2199	-0.1376	-0.1447	-0.6030	0.2626	0.7480	-0.2532	-0.0005	1.7810	-0.0295
11917.9688	0.6819	-0.3200	-0.4680	-1.9869	-0.6280	-0.3795	0.0534	1.0697	0.7613	1.5260	0.9028	-1.5718	-0.5114	0.2814	0.4480	2.0308	-1.3297	-1.0871	0.0998	-1.1558	-1.6803	-0.6028	0.2414	-0.0108	-0.3043	0.0708	0.8716	0.4895	-0.8034	0.5944	2.0959	0.6209
11921.8750	1.0684	0.8495	-0.0278	-1.1204	-0.6574	-0.4836	-0.4842	0.7724	-0.0870	0.8764	0.8670	0.0504	-0.6797	0.6003	-0.3357	1.1932	-0.6949	-1.2844	-0.0005	-0.9037	-1.5957	-0.7238	0.0044	-0.0132	0.6444	-0.4003	0.6369	0.5265	0.0810	-0.1457	1.1037	0.3632
11925.7812	0.5686	0.4687	0.0978	0.2717	-0.6156	-0.0342	-0.0645	0.3012	0.0658	0.5381	0.5311	-0.0214	-0.4792	-0.2384	0.1145	0.9803	-0.0652	-1.1359	-0.3708	-0.6374	-0.2820	-0.8376	-0.1614	0.3163	-0.2453	0.0393	0.5010	0.0157	-0.5118	0.0934	0.8584	-0.0613
11929.6875	-0.5888	-0.4194	-0.7688	-1.0238	-0.5885	0.0939	-0.1055	0.4462	0.1780	0.3691	-0.2679	0.8113	-0.2425	1.6421	0.0531	0.9798	-1.2654	-0.9332	-0.1492	-1.0762	-1.1828	-0.5348	-0.0096	-0.2249	1.0692	-0.1257	1.1632	-0.0899	1.8816	0.0533	0.7951	0.0613
11933.5938	-0.5446	-1.2303	-0.6030	-1.4868	-0.0836	-0.2575	0.4907	0.7072	1.1736	1.2986	0.1655	-2.1596	0.0963	-0.3530	0.7922	1.5464	-0.9895	-0.0928	0.4789	-0.5373	-0.6708	0.1581	0.3362	-0.1448	-1.4352	0.3850	0.1411	0.3270	-1.3653	0.9874	2.0814	0.7885
11937.5000	1.8031	1.2607	0.5417	0.1296	-0.2667	-0.5405	-0.1376	-0.6459	0.3210	-0.3085	1.2437	-0.5652	-0.3194	-0.6949	0.1110	0.1198	0.5550	-0.4490	-0.4450	0.0644	-0.0124	-0.5465	-0.4001	0.2661	-0.6260	-0.0486	-0.7880	0.7009	-1.1633	0.2211	1.0643	-0.4447
11941.4062	-0.1968	0.0691	-0.0560	0.1634	-0.0901	-0.2483	0.6558	-0.8331	0.3308	-0.5254	-0.2515	0.8517	0.4941	0.4269	0.8290	-0.4525	-0.0377	-0.5358	-0.6424	-0.2153	-0.1714	-0.3858	-0.6409	0.3102	0.4879	0.6535	-0.1367	-0.3768	0.8146	0.5024	-0.2629	-0.5298
11945.3125	-1.4892	-1.1636	-1.3476	-0.9582	-0.4787	0.1986	0.2238	-0.2936	0.5955	-0.0244	-1.0029	1.1427	0.4740	2.3024	0.6372	0.7869	-1.6060	-0.5762	-0.4837	-1.1019	-0.7644	-0.3946	-0.4223	-0.4990	0.8519	0.1603	0.9246	-0.2897	3.0894	0.6400	1.1851	-0.3162
11949.2188	1.7067	2.1380	0.2067	0.2637	-0.6167	-0.5328	-1.0682	-1.2906	-0.8261	-0.9836	0.4593	2.4588	-0.1954	1.8755	-0.5884	-0.3151	0.2358	-0.8349	-1.3747	-0.2502	-0.5786	-1.1153	-1.2072	-0.2493	1.8427	-0.7851	-0.3563	0.3719	2.6669	-0.3175	0.6259	-1.3657
11953.1250	0.7629	0.7107	-0.3097	-0.1748	-0.2296	-0.4440	-0.0018	-1.1082	0.0962	-0.6652	0.1247	1.2062	0.6330	1.1054	0.3787	-0.4583	-0.3725	-0.5003	-0.7734	-0.3643	-0.4416	-0.4366	-0.9462	-0.2182	0.6251	0.0553	-0.4116	0.3350	1.8583	0.3920	0.2429	-0.6699
11957.0312	1.4258	1.2228	0.3525	0.8665	-0.0315	-0.5124	-0.0718	-1.6257	0.1991	-0.9714	0.6015	0.2929	0.4743	-0.3206	0.3473	-0.6817	0.7995	0.0301	-0.8905	0.4013	0.7383	-0.3711	-1.0108	0.0220	-0.6901	0.0466	-1.4153	0.5388	-0.0024	0.4899	0.7261	-0.9799
11960.9375	-1.3371	-0.0276	-0.6178	0.1569	-0.1497	-0.3044	0.5500	-1.8729	0.3294	-1.5822	-1.2847	2.8758	0.9273	2.4083	0.8582	-1.0233	-0.3895	-0.4736	-1.1272	-0.3326	-0.2949	-0.4640	-1.2329	-0.1028	1.7762	0.5143	-0.2635	-0.6191	3.7964	0.5947	-0.0428	-1.2449
11964.8438	-0.4566	-0.3260	-0.7370	-0.9997	-0.2937	-0.0951	0.1287	-1.1671	0.4474	-0.9196	-0.5549	1.3408	0.3104	2.4069	0.6436	-0.0097	-0.8871	-0.1784	-1.0586	-0.4898	-0.6740	-0.5395	-0.7212	-0.2704	1.6195	0.1530	0.2726	-0.2943	3.0435	0.5524	0.8898	-1.1359
11968.7500	4.0789	2.8941	1.3510	-0.3370	0.1613	-1.2585	-0.6653	-1.9311	-0.3232	-1.3007	2.0466	-0.2416	-0.0977	-0.3064	-0.1012	-1.2524	1.4044	0.3813	-1.3070	1.0366	-0.2068	-0.5451	-1.1167	0.1966	0.6053	-0.3668	-2.0848	1.0806	-0.8163	0.1037	0.4200	-1.5019
11972.6562	2.3370	1.8471	0.6707	0.8830	0.0866	-0.6695	-0.4298	-2.3314	-0.0345	-1.5027	0.9020	0.3460	0.4437	-0.1092	0.2246	-1.0804	1.2814	0.5322	-1.4394	0.8896	1.0064	-0.4707	-1.3424	-0.0484	-0.3495	-0.1884	-1.9923	0.6570	0.1783	0.4808	0.9044	-1.6824
11976.5625	-1.0853	-1.2355	-0.8706	-1.2043	0.1583	-0.1958	0.7747	-1.0646	1.2912	-0.6900	-0.6074	-0.2541	0.7547	1.2292	1.1542	-0.0733	-0.9004	0.4718	-0.2994	-0.1756	-0.2413	0.2261	-0.3551	-0.2910	-0.0171	0.6054	-0.3639	-0.0098	1.4295	1.0859	1.2170	-0.4636
11980.4688	-2.7435	-3.2363	-2.2923	-2.0407	-0.0347	0.6602	1.2072	-0.1779	2.0090	-0.3874	-1.2920	-0.4814	1.0071	2.0913	1.3777	0.5729	-2.6967	0.3662	0.4953	-1.2104	-0.5303	0.6374	0.3577	-0.7649	-0.2792	0.7515	1.0842	0.0109	2.9416	1.1544	1.1237	0.3192
11984.3750	-2.2683	-2.2711	-0.9510	-0.7355	0.5296	0.3194	1.5036	-0.5094	1.3810	-0.6898	-1.1720	-0.4524	1.0325	0.4160	1.3645	-0.6879	-0.9304	0.7398	0.4175	-0.0640	0.2178	0.8456	0.2322	-0.0275	-0.3270	1.1425	0.0903	-0.5090	0.8613	0.8775	-0.5494	0.1734
11988.2812	-0.1322	-0.7944	0.4528	0.3858	0.8091	0.3179	0.4725	0.0226	0.6369	-0.4464	0.3251	-2.2896	-0.0435	-2.1244	0.0416	-0.7445	0.8730	1.6097	0.9658	1.1552	1.4344	1.1427	0.8944	0.1771	-1.8876	0.2604	-0.9177	0.2858	-2.7941	-0.0246	-0.4930	0.4293
11992.1875	-1.5579	-3.1013	-0.2510	-2.0704	1.2953	-0.4477	2.7759	0.8711	2.5176	1.3074	0.0109	-4.9378	1.2988	-3.0725	2.4692	-0.0633	-0.6958	1.2093	1.7769	0.4279	-0.2328	1.8198	1.1224	0.6233	-3.1305	2.2556	-0.7503	-0.0565	-4.8801	1.8491	-0.3567	1.9741
11996.0938	-0.3297	-1.5394	0.6232	-0.9495	1.0075	-0.3215	1.7653	0.8873	1.2898	1.0824	0.4909	-3.9064	0.4027	-3.1518	1.4161	-0.1592	0.3946	0.9431	1.2062	0.7834	0.1301	1.1729	0.9886	0.8485	-2.2150	1.5100	-0.6552	-0.2118	-4.9639	0.9152	-0.7912	1.3367
