Time	Fp1	Fp2	F3	F4	C3	C4	P3	P4	O1	O2	F7	F8	T3	T4	T5	T6	FZ	CZ	PZ	FC1	FC2	CP1	CP2	FC5	FC6	CP5	CP6	FT9	FT10	P9	P10	POZ
18695.3125	0.6223	-1.4354	-0.1578	-1.8537	0.4333	-0.4175	1.1504	0.9337	1.9362	1.3885	1.3221	-4.6880	0.2064	-2.5580	1.2026	1.1004	-0.6547	0.5703	1.2740	-0.0140	-0.3057	0.8714	0.9338	0.1815	-3.1973	0.8749	-0.5987	1.0238	-4.4097	1.2236	1.5856	1.4559
18699.2188	0.8580	-0.8024	0.3741	-1.1353	0.7005	-0.5104	1.1154	0.4767	1.6438	0.6122	1.3800	-4.1499	0.1709	-2.9672	0.8941	0.0918	0.1566	0.8832	1.3462	0.5741	0.1545	1.0810	0.9018	0.3594	-2.9735	0.8193	-1.1867	1.0356	-4.6346	0.8314	0.6503	1.2492
18703.1250	1.1926	-0.6051	0.7296	-1.1268	1.0981	-0.9299	1.6735	0.2216	1.8992	0.4341	1.6394	-4.6239	0.6248	-3.8961	1.2805	-0.7135	0.5203	1.0540	1.6473	0.9422	0.1448	1.4832	0.8428	0.6091	-3.4374	1.2874	-1.9214	1.2164	-5.7259	1.0425	-0.1441	1.5408
18707.0312	1.6038	-0.7842	0.7047	-1.8950	1.3767	-1.3403	2.2553	0.3824	2.2782	0.8078	1.9734	-5.4734	1.1777	-4.4782	1.8280	-1.0020	0.1749	1.0341	2.0058	0.8793	-0.4361	1.8468	0.8545	0.6927	-3.8338	1.7768	-2.2045	1.4919	-6.5549	1.4370	-0.6777	2.0981
18710.9375	0.4961	-1.9522	0.3777	-2.4912	1.5010	-0.9849	2.6428	0.8776	2.6597	1.0205	1.5175	-6.0499	1.0614	-4.3103	2.0849	-0.6926	-0.2930	1.3399	2.3602	0.7818	-0.5432	2.1369	1.3887	0.7310	-3.7439	2.0463	-1.5990	1.0890	-6.6246	1.5281	-0.7373	2.3810
18714.8438	0.2322	-2.1442	0.2882	-2.7689	1.6459	-1.0670	2.6712	1.0119	2.5763	1.2348	1.2792	-6.0513	1.2717	-4.1564	2.1097	-0.7513	-0.4408	1.5029	2.4860	0.8250	-0.7415	2.3425	1.3989	0.6168	-3.6045	2.0670	-1.6195	1.0190	-6.4714	1.5844	-0.9145	2.5677
18718.7500	1.5551	-1.4528	0.5456	-2.9009	1.5028	-1.2899	2.6481	1.0206	2.6232	1.2473	2.1783	-6.4491	1.1354	-4.6816	2.1013	-0.7932	-0.3931	1.1044	2.4476	0.6829	-1.0242	2.1175	1.3410	0.7829	-3.8130	2.0657	-1.7405	1.4989	-7.1720	1.5239	-1.0251	2.6131
18722.6562	0.9766	-1.8117	0.3464	-3.0853	1.5336	-1.2036	2.5626	1.0220	2.6066	1.3026	1.7600	-6.3014	1.1619	-4.1826	2.0925	-0.6176	-0.5478	1.3267	2.3895	0.7014	-1.0272	2.1791	1.3487	0.6227	-3.5791	1.9897	-1.6274	1.2951	-6.6397	1.5942	-0.7173	2.5288
18726.5625	-0.2973	-2.6400	0.1596	-2.9825	1.4996	-0.7491	2.6741	1.1469	2.9089	1.0507	1.2062	-6.3234	0.7339	-3.8811	2.0709	-0.2995	-0.5725	1.5925	2.5304	0.7394	-0.6443	2.2369	1.7724	0.6818	-3.4990	2.0171	-1.1932	0.8595	-6.4363	1.5130	-0.2876	2.4124
18730.4688	-0.5087	-2.3604	0.2044	-2.1376	1.3974	-0.5823	2.2659	1.0001	2.4436	1.0049	0.8673	-5.6049	0.7140	-3.7279	1.7207	-0.2660	-0.2217	1.5944	2.2801	0.8463	-0.1188	2.0772	1.5471	0.5560	-3.5054	1.7081	-1.2481	0.6965	-5.9472	1.3245	-0.1812	2.1617
18734.3750	0.4569	-1.6177	0.6848	-1.5142	1.3363	-0.3786	1.8239	1.1811	1.7296	0.9513	1.3069	-5.3679	0.3423	-4.1492	1.1773	-0.5089	0.3084	1.5527	2.1054	1.0561	0.1745	1.8743	1.6057	0.7115	-3.1957	1.3886	-1.0933	0.6712	-6.3144	0.7430	-1.0191	1.9770
18738.2812	0.6353	-1.3204	0.8423	-1.2312	1.3579	-0.5146	1.6810	0.9550	1.5119	1.0379	1.2442	-5.2205	0.4655	-4.1941	1.1894	-0.5186	0.6064	1.6006	1.8143	1.2264	0.3470	1.7636	1.3156	0.6998	-3.2467	1.3409	-1.3868	0.5888	-6.3694	0.8512	-0.8412	1.7685
18742.1875	0.1493	-1.2635	0.8603	-0.6522	1.3272	-0.4629	1.6676	0.5465	1.2416	0.8507	0.6922	-4.3494	0.6617	-3.7758	1.3058	-0.6759	0.8651	1.5484	1.3293	1.3137	0.6502	1.5471	0.9200	0.7356	-2.8512	1.4137	-1.4291	0.1150	-5.6125	0.9385	-0.9357	1.3286
18746.0938	2.1562	0.5514	1.7622	0.4447	1.3107	-0.8184	1.4022	-0.4021	0.7835	-0.1344	1.7111	-3.7402	0.5625	-4.5639	1.0048	-1.7832	2.0199	1.3373	0.8030	1.8130	1.1345	1.1822	0.3831	1.0833	-2.7778	1.2673	-2.3629	0.5697	-6.1675	0.5617	-1.7455	0.6517
18750.0000	1.8195	0.6146	1.9221	0.8477	1.5365	-0.9570	1.5226	-0.4664	0.6955	-0.1566	1.4656	-3.6072	0.8172	-4.9665	0.9824	-2.1761	2.3551	1.4976	1.0395	2.0861	1.3664	1.4649	0.3445	1.1082	-3.0619	1.3551	-2.7699	0.5320	-6.5070	0.5561	-2.1280	0.8678
18753.9062	2.0425	0.6124	1.9128	0.6817	1.6392	-0.9272	1.3735	-0.4106	0.6579	-0.1898	1.5986	-3.8837	0.8007	-5.0298	0.8044	-2.2628	2.3347	1.7976	1.1931	2.2180	1.4190	1.6582	0.4743	0.9723	-3.1637	1.1928	-2.8714	0.7314	-6.6066	0.4561	-2.1675	0.9417
18757.8125	2.6283	0.5320	2.0810	0.5862	1.6000	-0.7188	1.4663	-0.2543	0.7306	-0.1123	2.0470	-4.6051	0.5344	-5.4835	0.9384	-2.0986	2.4041	1.8497	1.0477	2.2446	1.5534	1.5145	0.6656	1.2015	-3.2974	1.3187	-2.6119	0.6641	-7.3639	0.4400	-2.3100	0.8074
18761.7188	1.9309	0.2683	2.0206	0.4385	1.6353	-0.4748	1.3060	-0.0528	0.5643	-0.3942	1.6588	-4.1028	0.1862	-4.8826	0.5658	-2.2003	2.3371	2.0615	1.2481	2.3108	1.4600	1.6454	1.0028	1.1419	-2.5242	1.1073	-2.2258	0.4130	-6.6733	0.0370	-2.5975	0.7888
18765.6250	1.5579	-0.1123	1.9653	0.1872	1.7106	-0.3502	1.5021	-0.0130	0.8209	-0.6232	1.5780	-4.2960	0.0404	-4.8110	0.6422	-2.2741	2.2442	2.2434	1.4210	2.3554	1.4447	1.7866	1.2676	1.2118	-2.3932	1.2214	-2.0818	0.3198	-6.7008	0.0045	-2.6771	0.8079
18769.5312	1.3963	0.0515	2.0782	0.1675	1.9090	-0.6203	1.4878	-0.1163	0.6940	-0.6021	1.3812	-4.1061	0.2683	-4.8083	0.5916	-2.5665	2.4215	2.4164	1.5403	2.5838	1.3492	2.0076	1.1514	1.1375	-2.3233	1.2058	-2.4830	0.3388	-6.7042	0.0368	-2.8164	0.9319
18773.4375	2.4957	1.1151	2.4368	0.6368	1.8598	-0.8751	1.2208	-0.6622	0.3645	-1.1222	1.8661	-3.4962	0.3110	-4.9025	0.3480	-3.1616	2.8751	2.2410	1.2320	2.7511	1.4375	1.7993	0.7576	1.1791	-2.1033	1.0118	-2.9798	0.6742	-6.5156	-0.1781	-3.1898	0.5728
18777.3438	2.7763	1.6751	2.8168	1.3891	1.6530	-0.6177	0.8267	-1.0884	-0.0766	-1.7014	1.8805	-2.7248	-0.2240	-4.5860	0.0316	-3.2490	3.5166	2.2134	0.5651	2.9859	1.9444	1.2867	0.5831	1.3831	-1.4079	0.7599	-2.8578	0.2984	-6.0810	-0.5330	-3.1751	-0.2629
18781.2500	0.9661	0.6654	2.4488	2.1157	1.6476	0.1680	0.6424	-0.6228	-0.3307	-1.6516	0.7878	-2.1881	-0.4586	-4.2058	-0.3728	-2.9432	3.4740	2.5835	0.8399	3.0110	2.7063	1.5017	1.0327	1.2028	-1.3711	0.5308	-2.1511	-0.3444	-5.3399	-0.8948	-3.2849	-0.1646
18785.1562	1.8759	2.0150	2.9246	3.1117	1.5927	-0.1723	0.2793	-1.2928	-1.0500	-2.0719	0.9369	-0.8891	-0.2170	-4.2100	-0.6648	-3.6737	4.1968	2.2474	0.3005	3.2432	2.9133	1.1718	0.3224	1.2600	-0.9525	0.3229	-2.7638	-0.2657	-4.8329	-1.1263	-3.9026	-0.6289
18789.0625	2.4587	2.9046	3.4159	3.8497	1.7343	-0.2839	0.0528	-1.8563	-1.5771	-2.7888	1.0369	-0.0090	-0.1900	-4.2919	-1.0068	-4.6080	4.9315	2.3954	0.0462	3.7094	3.2692	1.1496	0.0416	1.3665	-0.4356	0.1598	-3.2608	-0.2735	-4.5634	-1.5147	-4.8088	-1.0535
18792.9688	3.2506	3.4546	3.3801	3.8435	1.6574	-0.4546	-0.1280	-2.3291	-1.9195	-2.9419	1.1600	0.6468	0.1835	-3.7726	-0.9244	-4.9098	4.8451	2.2297	-0.5353	3.6186	3.0839	0.8800	-0.5236	1.2424	0.0956	0.0980	-3.3935	-0.2112	-3.6229	-1.4254	-5.0954	-1.4825
18796.8750	3.3681	3.4719	3.3933	3.8057	1.5566	-0.1719	-0.4115	-2.3485	-2.0333	-3.2863	1.2476	0.7834	-0.2473	-3.3974	-1.2294	-4.8555	4.8705	2.4005	-0.6651	3.6664	3.2110	0.7574	-0.3364	1.2143	0.5501	-0.1668	-3.0980	-0.2600	-3.2222	-1.7311	-5.0312	-1.8048
18800.7812	2.7183	2.5043	3.1259	3.2753	1.5612	0.1813	-0.0520	-1.9638	-1.5928	-3.1136	1.0901	0.0598	-0.4503	-3.3583	-0.9094	-4.4351	4.4469	2.5584	-0.4995	3.4994	3.1569	0.8453	0.1098	1.3230	0.5043	0.1085	-2.5009	-0.5589	-3.4698	-1.5888	-4.8924	-1.6831
18804.6875	2.9581	2.5472	2.6938	2.7094	1.3967	-0.1373	0.0888	-1.9935	-1.3239	-2.8515	1.2237	0.2084	0.0027	-2.9563	-0.6198	-4.2605	3.7372	2.0389	-0.4674	2.9500	2.4768	0.7651	-0.1900	1.1079	0.4110	0.2096	-2.4926	-0.1592	-2.8245	-1.2482	-4.5846	-1.4158
18808.5938	2.8256	2.5711	2.2852	2.3326	0.9820	-0.0681	-0.2500	-1.7589	-1.3232	-2.7080	1.2013	0.7580	-0.2784	-2.0401	-0.8758	-3.6294	3.1237	1.5057	-0.5144	2.3589	1.9450	0.4222	-0.1920	0.8729	0.8634	-0.1240	-1.9317	0.0036	-1.7233	-1.3670	-3.8644	-1.4027
18812.5000	2.0623	2.3725	2.0764	2.0599	0.7350	0.0914	-0.4691	-1.3704	-1.5061	-2.5836	0.7785	1.5073	-0.6868	-1.1167	-1.1659	-3.1849	2.7743	1.1669	-0.4908	2.0155	1.4674	0.2022	-0.0162	0.8130	1.7696	-0.3426	-1.2355	-0.3110	-0.7371	-1.6415	-3.6519	-1.3819
18816.4062	1.9835	2.0005	1.6133	1.7859	0.6285	0.1279	-0.5434	-1.0626	-1.4126	-1.9468	0.7008	1.1517	-0.3680	-1.0189	-1.0566	-2.6258	2.1981	1.0552	-0.3969	1.6443	1.3282	0.2432	-0.0832	0.5007	1.2090	-0.4071	-1.0556	-0.1036	-0.5496	-1.3617	-3.1257	-1.0528
18820.3125	2.4603	2.3106	1.6227	1.4509	0.4033	-0.1914	-0.5894	-1.1207	-1.2694	-1.5880	1.0094	0.9504	-0.4026	-0.9157	-0.8353	-2.1027	2.0654	0.6254	-0.6959	1.3892	0.9120	-0.1264	-0.3644	0.5323	1.1145	-0.3759	-1.1343	0.0437	-0.7284	-1.0413	-2.2678	-1.1405
18824.2188	2.7317	2.6081	1.4805	1.6187	0.1750	-0.2531	-0.8056	-1.3248	-1.3696	-1.5305	1.0486	1.3525	-0.3043	-0.5844	-0.8480	-1.8714	1.9488	0.3110	-1.0239	1.1536	0.8826	-0.4310	-0.7081	0.3996	1.1044	-0.5182	-1.1427	0.1601	-0.1640	-0.9356	-1.8128	-1.3474
18828.1250	1.0126	1.5560	0.9317	1.2648	0.0942	0.0800	-0.9099	-0.7307	-1.2963	-1.0490	0.1017	1.5481	-0.4850	0.2584	-0.9873	-1.0878	1.3912	0.4265	-0.7185	0.8823	0.7295	-0.2879	-0.3468	0.1195	1.3442	-0.6762	-0.4634	-0.2757	0.6506	-0.9299	-1.1007	-1.0460
18832.0312	0.5688	0.7009	0.7380	0.2870	0.3149	0.0862	-0.4027	-0.1505	-0.7874	-0.6656	0.1251	0.4979	-0.4515	-0.0162	-0.6498	-0.9333	0.8707	0.6330	-0.1217	0.7801	0.2399	0.1437	0.1863	0.1891	1.1575	-0.3206	-0.1727	-0.2765	-0.0745	-0.7533	-1.3058	-0.4369
18835.9375	0.8320	0.7521	0.3008	-0.1695	0.1176	-0.1380	-0.3993	-0.0247	-0.5875	-0.3251	0.3073	0.5617	-0.1128	0.2767	-0.5398	-0.6456	0.1792	0.1389	0.0206	0.2253	-0.3343	0.0886	-0.0018	-0.0760	0.9089	-0.3564	-0.0979	0.1991	0.4495	-0.5329	-0.9368	-0.0801
18839.8438	-0.2638	-0.1299	-0.2230	-0.6065	0.0630	-0.1227	0.0205	0.2154	-0.1892	0.1718	-0.2890	0.4984	0.2333	0.6813	-0.0188	-0.1437	-0.4739	-0.0928	0.1117	-0.2008	-0.6750	0.1280	-0.0244	-0.1559	0.7799	-0.0006	0.2706	-0.0930	0.8795	-0.0590	-0.5089	0.2175
18843.7500	-0.4721	0.1385	-0.1737	-0.3092	-0.2106	-0.0263	-0.3138	0.2307	-0.4978	0.1575	-0.4835	1.2398	-0.1318	1.2146	-0.2935	0.1851	-0.3594	-0.4212	-0.1977	-0.3396	-0.7085	-0.2747	-0.1332	-0.1328	1.3346	-0.2476	0.5805	-0.3448	1.4950	-0.2670	-0.1592	-0.0784
18847.6562	-0.9029	0.1477	-0.3734	-0.3648	-0.3519	-0.1388	-0.3389	0.3704	-0.4913	0.3102	-0.7164	1.7525	-0.0810	1.5880	-0.3605	0.3680	-0.6271	-0.8089	-0.0590	-0.6414	-1.0528	-0.3386	-0.1971	-0.2312	1.4856	-0.3038	0.7198	-0.3076	2.0302	-0.2713	0.0445	0.1417
18851.5625	-0.6944	0.7079	-0.7446	-0.3866	-0.7660	-0.3964	-0.8147	-0.1289	-0.6255	0.2380	-0.8306	2.8629	0.0864	2.7631	-0.4670	0.7431	-0.9897	-1.3575	-0.6210	-1.0991	-1.4088	-0.8515	-0.8648	-0.6073	1.8893	-0.6725	0.6404	-0.0503	3.6901	-0.0894	1.1219	-0.2765
18855.4688	-1.3683	0.2177	-1.2631	-0.4113	-1.0994	-0.1869	-0.8280	-0.1412	-0.4555	0.4807	-1.2738	3.2302	0.1478	3.5081	-0.2235	1.4525	-1.5099	-1.7211	-0.9667	-1.6011	-1.4502	-1.2118	-1.0706	-0.7618	1.9258	-0.6505	1.1339	-0.2952	4.6710	0.2130	1.9802	-0.4710
18859.3750	-1.7236	-0.0660	-1.4767	-0.4636	-1.2334	0.1014	-0.9166	0.0167	-0.4895	0.4034	-1.4627	3.5091	-0.0505	3.9531	-0.3509	1.6357	-1.7668	-1.7794	-0.9783	-1.7957	-1.4699	-1.2997	-0.9151	-0.8202	2.2737	-0.7556	1.6107	-0.4462	5.2787	0.0473	1.9721	-0.5416
18863.2812	-0.8566	0.7144	-1.3550	0.0064	-1.4106	0.1143	-1.2997	-0.4695	-0.8310	-0.1153	-1.1393	4.2329	-0.1006	4.2221	-0.6421	1.3029	-1.5427	-1.9412	-1.4082	-1.7889	-1.2716	-1.6147	-1.2616	-0.8853	2.6037	-1.0521	1.4631	-0.2219	5.9777	-0.1978	1.8067	-1.0384
18867.1875	-0.4980	1.0434	-1.2599	0.4426	-1.6280	0.4256	-1.6059	-0.6157	-1.0722	-0.5744	-0.9542	4.7230	-0.5067	4.4514	-0.9786	1.2429	-1.3638	-2.0487	-1.6837	-1.8180	-0.9785	-1.9239	-1.2372	-0.8282	2.9977	-1.3115	1.7517	-0.2563	6.4473	-0.5785	1.6622	-1.4660
18871.0938	-0.9477	0.4776	-1.2907	0.5694	-1.3596	0.6504	-1.3407	-0.3648	-0.9665	-0.4841	-1.1479	4.1824	-0.3502	3.8888	-0.8959	1.0372	-1.3195	-1.6297	-1.2934	-1.6082	-0.6085	-1.4978	-0.9148	-0.7983	2.5137	-1.1282	1.7624	-0.3699	5.8409	-0.5885	1.1233	-1.1413
18875.0000	-0.7285	0.7235	-1.3456	0.0153	-1.4310	0.3811	-1.4981	-0.4360	-1.0253	-0.4151	-1.0941	4.4382	-0.3518	4.4844	-0.9202	1.1534	-1.5444	-1.7693	-1.4489	-1.7337	-1.1710	-1.6267	-1.0888	-0.9143	3.0555	-1.2463	1.7425	-0.2762	6.3800	-0.5261	1.4459	-1.2284
18878.9062	-1.2333	-0.2286	-1.6720	-0.3584	-1.2879	0.7253	-1.0626	-0.0766	-0.3619	-0.4948	-1.0244	3.4256	-0.3974	4.0144	-0.7358	1.1981	-1.9686	-1.4348	-0.7856	-1.8187	-0.9925	-1.1633	-0.4621	-0.9194	2.3384	-1.0173	2.0051	-0.0896	5.7790	-0.4816	1.3409	-0.7595
18882.8125	-2.2696	-0.8909	-1.8186	-0.4747	-1.1775	0.7932	-0.6660	0.1275	-0.0053	-0.4408	-1.4567	3.2732	-0.3723	3.9501	-0.5125	1.2583	-2.1045	-1.3781	-0.4196	-1.8476	-1.0151	-0.9211	-0.1911	-0.8302	2.1898	-0.7398	2.1392	-0.3308	5.5981	-0.3602	1.3474	-0.4539
18886.7188	-2.7011	-1.3357	-2.0966	-0.8174	-1.2372	0.7412	-0.4388	0.0609	0.3076	-0.2118	-1.7063	3.1104	-0.1793	4.2595	-0.0905	1.6299	-2.4398	-1.4674	-0.5884	-2.0558	-1.1875	-1.0119	-0.3300	-0.8672	2.1043	-0.5138	2.2379	-0.4902	5.8334	0.0589	1.9224	-0.5000
18890.6250	-1.6626	-0.7650	-1.9866	-1.3085	-1.1588	0.2913	-0.4656	0.0010	0.2315	-0.0415	-1.1726	2.9079	0.1266	4.1074	-0.0373	1.3698	-2.5675	-1.5996	-0.5662	-2.0923	-1.7321	-0.9549	-0.5591	-0.9394	2.1227	-0.5159	1.8689	-0.0315	5.6255	0.1558	1.6671	-0.3184
18894.5312	-1.4802	-0.5974	-1.9490	-1.7057	-1.2529	0.3275	-0.6644	-0.0671	0.1607	-0.3879	-1.0512	3.2207	-0.2457	4.7227	-0.2501	1.3402	-2.6536	-1.5926	-0.7038	-2.1172	-2.0452	-1.1068	-0.4646	-0.9389	2.9327	-0.7062	2.1039	-0.0494	6.2112	-0.0868	1.6999	-0.6025
18898.4375	-2.7701	-2.0399	-2.2596	-2.3555	-0.9775	0.5758	-0.3212	0.7056	0.6472	0.4677	-1.5607	1.7223	-0.2497	4.3041	0.0649	2.1012	-3.0097	-0.9606	-0.1204	-2.0218	-1.9374	-0.5731	0.1622	-1.0165	2.1073	-0.4577	2.3873	-0.3617	5.1135	0.2855	2.3266	0.0217
18902.3438	-3.4626	-2.2018	-2.5027	-2.5193	-1.0029	0.2531	-0.2399	0.6784	0.7927	0.8695	-2.0205	1.9689	0.0930	4.6410	0.2843	2.4289	-3.2343	-1.1745	-0.0875	-2.2014	-2.2411	-0.5570	-0.1097	-1.1841	1.9309	-0.3779	2.1773	-0.3971	5.4488	0.6732	3.0376	0.2366
18906.2500	-3.9843	-2.5054	-2.6385	-1.8244	-1.0656	0.5679	-0.0484	0.7767	0.7971	0.8589	-2.3073	2.2239	0.2154	4.3474	0.3506	2.3883	-3.2198	-1.3547	0.0064	-2.3402	-1.7861	-0.5562	-0.0630	-1.1064	1.5488	-0.2277	2.4218	-0.5926	5.4911	0.6258	2.6472	0.3531
18910.1562	-3.4380	-2.4061	-2.3150	-1.9845	-0.9309	0.4278	0.1153	0.8252	0.8260	1.1045	-1.9618	1.4771	0.2056	3.7416	0.5925	2.3928	-2.9558	-1.2202	-0.1009	-2.1161	-1.7886	-0.5588	-0.0532	-0.8804	1.3274	-0.0126	2.2338	-0.6515	4.4382	0.7897	2.5376	0.3394
18914.0625	-4.4702	-2.7072	-2.3928	-1.6598	-0.9015	0.4592	0.1289	0.7835	0.9249	1.0714	-2.5308	1.7668	0.1716	3.8855	0.5433	2.5344	-2.8007	-1.1193	0.0398	-2.0160	-1.5268	-0.4562	-0.0130	-0.9333	1.1622	-0.0362	2.1206	-0.8680	4.5901	0.8453	3.0152	0.3892
18917.9688	-4.0908	-2.3461	-2.3079	-1.5364	-0.7991	0.3660	-0.0744	0.6848	0.5322	1.0535	-2.5285	2.1207	0.4014	3.9612	0.3590	2.1779	-2.6929	-1.0095	-0.0441	-1.8813	-1.5366	-0.3785	-0.2041	-1.0564	1.3962	-0.1837	1.9344	-0.7990	4.9001	0.7145	2.5135	0.3541
18921.8750	-2.9164	-1.6778	-1.9449	-1.5003	-0.7517	0.2369	-0.2963	0.4861	0.2377	0.9260	-1.9566	1.9419	0.3456	3.6660	0.2245	1.8818	-2.3586	-0.9000	-0.3138	-1.6433	-1.4988	-0.4892	-0.3573	-0.9849	1.5218	-0.3097	1.6614	-0.5959	4.5126	0.5819	2.1777	0.0939
18925.7812	-3.1601	-1.8338	-2.1054	-1.4975	-0.7789	-0.0684	0.0129	0.2833	0.7321	1.1999	-2.0044	1.5475	0.7112	3.3592	0.6981	2.1825	-2.4540	-1.1055	-0.2907	-1.7828	-1.4895	-0.4936	-0.6150	-1.0044	0.6481	-0.0323	1.2371	-0.4202	4.0710	1.1528	3.0335	0.2677
18929.6875	-3.9991	-2.6185	-2.1772	-1.7532	-0.7820	0.3470	0.4027	0.8054	1.1353	1.0359	-2.1121	1.1687	0.1895	3.2256	0.7246	2.3086	-2.6626	-1.0952	0.2079	-1.9047	-1.5392	-0.3405	0.1062	-0.7292	0.8142	0.1912	1.9250	-0.7001	3.6918	0.8994	2.6896	0.5451
18933.5938	-3.5287	-2.6179	-1.9319	-1.9307	-0.6129	0.3442	0.5118	1.1401	1.2238	1.1796	-1.6516	0.2971	0.0389	2.4345	0.6645	2.2026	-2.5202	-0.8855	0.5876	-1.7167	-1.5205	-0.0882	0.4681	-0.5892	0.4005	0.2514	1.8434	-0.4896	2.5235	0.7753	2.3179	0.8787
18937.5000	-3.8792	-2.4883	-2.4834	-2.2844	-0.9542	0.1522	0.2030	0.9485	1.1507	1.2567	-2.0467	1.4394	0.2599	3.8119	0.6001	2.5907	-3.1914	-1.4184	0.3004	-2.2925	-2.1511	-0.4111	0.0109	-0.9956	1.0385	-0.0190	2.0537	-0.3767	4.4011	0.9247	3.1023	0.7469
18941.4062	-3.3265	-2.4304	-2.3375	-2.6729	-0.7390	-0.4063	0.9371	0.9061	1.6754	1.6213	-1.5723	0.5144	0.8508	2.8022	1.3451	2.3325	-3.2579	-1.6791	0.5400	-2.3391	-2.5536	-0.2089	-0.1578	-0.7342	0.2143	0.6382	1.4988	-0.0726	3.0514	1.4989	2.8194	1.2420
18945.3125	-4.8163	-4.0214	-2.4523	-2.6021	-0.3663	0.0867	1.5617	1.6243	2.1826	2.2805	-2.1539	-1.0843	0.8659	1.7004	1.7879	2.7898	-3.2136	-0.9669	1.1594	-2.0458	-1.8321	0.3879	0.5681	-0.5463	-1.0057	1.1400	1.7631	-0.6306	1.3431	1.8107	2.8506	1.8348
18949.2188	-4.5165	-3.5395	-2.3432	-2.3989	-0.4017	0.1014	1.1479	1.1727	1.8691	1.7332	-2.1628	-0.4015	0.7200	2.2576	1.4389	2.4883	-2.9580	-0.7748	0.8278	-1.8390	-1.6690	0.2558	0.3694	-0.6772	-0.4199	0.7941	1.5844	-0.5928	2.1595	1.5623	2.8857	1.3265
18953.1250	-3.6734	-2.4027	-2.1212	-2.0147	-0.6721	-0.2166	0.8350	0.3342	1.6138	1.0167	-1.8767	0.8308	0.6750	2.8935	1.2981	2.0982	-2.6443	-1.2562	0.1556	-1.8905	-1.7991	-0.2953	-0.2740	-0.6449	0.3095	0.5867	1.2206	-0.4100	3.2064	1.4616	3.0451	0.6107
18957.0312	-1.9330	-1.3202	-1.8231	-1.8194	-0.7725	-0.6784	0.7960	-0.0512	1.6762	0.9264	-0.8329	0.5095	0.9051	2.1047	1.3721	1.8013	-2.4213	-1.6790	0.0203	-1.9481	-1.8826	-0.4960	-0.6803	-0.5687	-0.3829	0.5901	0.5491	0.3686	2.4309	1.5856	3.0434	0.6104
18960.9375	-1.4728	-1.1685	-1.6952	-1.2160	-0.7636	-0.3297	0.5627	0.0646	1.1640	0.9934	-0.7550	0.5897	0.9180	1.7818	1.1412	1.6398	-2.1848	-1.5402	-0.1738	-1.8233	-1.3807	-0.5520	-0.6922	-0.5571	-0.4211	0.4508	0.7546	0.2259	2.3546	1.3096	2.3084	0.4669
18964.8438	-2.2856	-2.2830	-1.4364	-1.2537	-0.3618	0.1571	0.9320	0.7012	1.5396	1.2335	-0.8629	-1.1326	0.4475	0.6014	1.2266	1.8568	-1.7890	-0.6166	0.4333	-1.2453	-0.6601	0.0091	0.2320	-0.2583	-1.2508	0.7132	0.9181	-0.1716	0.3331	1.2542	2.1963	0.8226
18968.7500	-2.3522	-2.2741	-1.3560	-1.3340	-0.3345	0.2490	0.7952	0.5982	1.4861	0.9345	-0.9026	-1.0185	0.1955	0.8738	1.0595	1.7703	-1.6659	-0.3844	0.3665	-1.0801	-0.5975	0.0090	0.3412	-0.2572	-0.8639	0.5807	0.9570	-0.2609	0.5545	1.0883	2.2320	0.5906
18972.6562	-2.7385	-2.1855	-1.0504	-0.8877	-0.1599	0.2839	0.8046	0.5019	1.3361	0.6209	-1.1303	-0.7678	0.0474	0.6520	0.8732	1.3837	-1.1472	-0.1267	0.4855	-0.6931	-0.2604	0.1676	0.4620	-0.1159	-0.7311	0.5711	0.7435	-0.4797	0.2953	0.8611	1.8540	0.5305
18976.5625	-2.1677	-1.6673	-1.2268	-1.7417	-0.2810	-0.0109	0.5482	0.2292	0.9685	0.3774	-1.1018	0.3441	0.2116	2.0578	0.7854	1.0808	-1.6770	-0.4236	0.0494	-0.9929	-1.2727	-0.0896	0.0572	-0.3276	0.8447	0.3843	0.9671	-0.4289	2.1035	0.7485	1.4632	0.1885
18980.4688	-2.3297	-1.9243	-1.0489	-1.3299	-0.2615	0.4302	0.5243	0.6238	0.9417	0.3122	-0.9928	-0.1069	-0.2648	1.4489	0.5087	1.1480	-1.4010	-0.2162	0.3492	-0.8305	-0.7633	0.0157	0.5777	-0.1467	0.5391	0.3160	1.2872	-0.5486	1.3130	0.3787	1.1420	0.3086
18984.3750	-2.2754	-1.8920	-0.2974	-0.1787	0.2198	0.7428	0.8944	0.7509	0.6237	0.0075	-0.9245	-0.5620	-0.3125	-0.1883	0.4214	0.1594	-0.3238	0.3386	0.6919	-0.0391	0.2594	0.4615	0.9777	0.3761	0.0501	0.6466	1.0093	-0.9322	-0.4452	-0.0441	-0.6760	0.4601
18988.2812	-2.8922	-2.2158	-0.6659	0.4373	0.0884	0.9867	0.5497	0.8667	0.4789	0.4857	-1.4174	-0.4887	-0.1122	-0.1369	0.2637	0.7687	-0.4057	0.4158	0.6463	-0.1551	0.8505	0.4486	0.8287	0.0154	-0.7568	0.3669	1.0257	-0.9524	-0.1450	0.1136	0.1671	0.5398
