Time	Fp1	Fp2	F3	F4	C3	C4	P3	P4	O1	O2	F7	F8	T3	T4	T5	T6	A1	A2	FZ	CZ	PZ
4836.0000	-7.9050	1.1091	1.8247	-4.2920	-24.9043	-17.3589	-8.5931	-3.1674	5.2289	16.8918	-9.5505	13.1951	-2.1982	19.2125	-3.0772	44.0515	18.6008	17.3417	-12.9291	-27.3772	-16.1033
4840.0000	-9.1397	-0.1988	-0.7228	-2.7759	-21.1153	-12.7511	-6.8742	-1.2658	4.8906	16.6901	-10.0077	10.0700	-3.7424	17.6687	-3.2945	39.1516	12.6946	14.9510	-10.2262	-21.7135	-12.2885
4844.0000	-12.1322	-1.4188	-8.0119	3.3498	-14.1875	-4.1573	-5.2737	1.5672	3.2234	14.7274	-14.0794	2.2694	-6.2563	17.6937	-5.1040	38.9358	-0.4063	6.8672	-2.1694	-9.0900	-6.3473
4848.0000	-6.3018	0.1542	1.4907	-3.2237	-18.3416	-13.2426	-6.1263	-5.4273	4.3802	12.3009	-6.4747	9.0415	-1.2873	13.1091	-1.2968	33.7671	14.5947	14.1160	-9.2172	-19.4465	-12.5687
4852.0000	-20.7379	-0.6052	-24.4942	16.8169	-9.1746	10.0590	-6.0696	18.1409	-0.2570	18.3380	-29.9627	-7.5869	-14.4874	29.6868	-14.4682	51.3181	-26.2924	-9.2192	10.4371	5.4999	3.0586
4856.0000	-21.8273	-11.1999	-24.1804	3.8886	-4.8253	11.8776	-1.8087	19.4576	1.3345	19.3001	-23.1807	-6.8765	-14.6295	26.3571	-9.5062	48.2650	-24.1471	-3.9556	0.9376	7.4953	7.2239
4860.0000	-20.6149	-23.6374	-13.3540	-19.1776	-9.5616	0.4555	1.3871	6.3687	7.2153	22.5956	-8.1670	2.3184	-10.1783	19.1540	1.8318	50.0811	-0.6273	17.6351	-19.7120	-5.2070	1.1946
4864.0000	-23.8820	-22.4198	-19.8384	-12.8505	-8.3070	5.2773	0.4030	12.0094	5.6990	23.6551	-15.0933	-1.5838	-13.0679	24.4845	-2.1671	57.1377	-10.3307	10.9239	-14.0493	0.1087	3.8911
4868.0000	-12.8810	-22.0035	-1.3733	-27.7377	-13.9359	-10.8745	0.4849	-3.1713	8.4760	18.4699	1.9784	10.3357	-3.4215	12.7292	7.0558	43.5577	18.2976	26.2437	-28.4145	-17.2733	-6.5422
4872.0000	-19.3602	-24.0364	-10.4615	-22.1386	-10.7509	-1.7761	1.6992	4.9762	7.9695	22.9503	-5.4605	4.6524	-9.2758	17.4723	3.2287	46.9128	3.7031	20.9069	-22.7296	-8.5228	0.0411
4876.0000	-16.5209	-16.5187	-10.4315	-10.8862	-7.5617	0.3587	0.8321	-0.0117	5.9875	16.9923	-7.0590	-0.1620	-7.7161	13.0827	1.6396	38.7266	-1.0376	14.0124	-11.3587	-2.1040	-0.2637
4880.0000	-4.5254	-16.4024	2.7335	-23.2322	-6.5968	-10.2396	0.9502	-8.1702	5.1852	6.2095	7.2597	7.1208	2.0952	3.6854	8.4773	27.5885	18.3503	17.9544	-21.4979	-10.7793	-6.1662
4884.0000	-8.8479	-15.0606	-5.6305	-14.9919	-3.6177	-1.9443	0.8707	1.0633	3.3722	8.3881	-1.0285	1.7946	-2.6659	9.0269	3.2534	30.0310	3.7654	9.3541	-13.8347	-2.7825	-0.5151
4888.0000	-15.1408	-23.5793	-9.2552	-22.4154	-4.8749	0.1168	2.9391	4.7813	5.9641	16.1452	-1.8018	2.5618	-6.6419	12.7207	4.4567	37.9381	2.3474	15.7282	-20.7899	-3.4376	2.2375
4892.0000	-15.0926	-28.1551	-8.3978	-30.5871	-5.3432	-1.0076	3.7935	9.3444	6.4468	17.8935	0.6694	5.9148	-6.7157	14.4243	5.6757	39.5801	5.5572	18.4539	-28.5206	-7.1209	3.1869
4896.0000	-20.5754	-17.0431	-26.9444	-3.8102	2.4412	18.2791	1.2596	33.6140	-0.8579	17.6463	-20.8596	-6.9744	-15.9438	27.1998	-9.9148	40.0096	-30.7881	-9.9378	-4.3098	11.9513	15.5583
4900.0000	-27.0036	-18.9055	-34.7454	0.4563	2.0634	22.9647	0.7203	38.0194	-0.8118	22.2993	-28.4932	-10.7927	-20.3135	33.9539	-13.1354	52.6525	-40.0258	-12.7633	-0.7739	16.6113	18.0229
4904.0000	-21.0871	-22.0951	-22.2576	-13.7962	-3.0865	10.3499	1.0082	25.8254	2.2458	20.4529	-15.9786	-1.7646	-13.7122	26.9384	-5.2768	49.8141	-17.6284	1.2973	-14.3290	3.2365	9.8435
4908.0000	-21.7178	-25.1649	-20.4471	-19.0969	-4.9421	8.0568	1.6363	24.4144	3.7858	22.7250	-13.5394	0.7182	-13.5732	26.6100	-3.2905	51.3021	-12.9595	6.5925	-19.5064	-0.3758	8.7724
4912.0000	-37.3485	-29.1865	-43.6343	-5.6910	0.5183	28.4253	2.5109	47.9871	1.5423	33.7384	-34.3427	-11.4789	-27.5792	43.2848	-14.5744	68.2865	-47.8364	-8.7113	-7.1082	17.9308	23.2671
4916.0000	-26.5369	-22.5794	-30.4587	-8.7431	-1.7027	18.3504	1.3039	38.1929	1.2424	25.8056	-24.1311	-4.9291	-19.7305	33.9062	-10.5593	52.5011	-31.2210	-4.6585	-10.3662	8.2418	16.0723
4920.0000	-15.3987	-21.1362	-8.7891	-23.3673	-10.3060	-1.5322	1.0226	15.1631	5.7576	21.4377	-5.1809	8.1482	-8.8928	19.4269	0.6383	38.9766	3.1566	16.1690	-24.9444	-12.2472	1.8983
4924.0000	-14.2379	-22.8025	-8.0189	-27.8535	-10.6381	-2.9171	0.8114	18.5562	5.3098	21.0534	-3.9583	10.4808	-8.1298	21.1658	0.8602	41.1327	5.5418	16.0933	-29.3488	-14.9522	1.8516
4928.0000	-11.4261	-20.6812	-8.3655	-25.3956	-6.7650	-0.7551	0.9177	20.6871	3.1810	16.3357	-3.6078	8.5684	-6.8828	19.5825	-0.0008	35.6800	2.2508	9.9947	-26.0124	-11.0129	3.7071
4932.0000	-32.1680	-23.2735	-41.5892	-1.3686	3.3681	29.8697	2.0623	52.5372	-1.1518	28.7565	-33.6823	-11.3763	-26.0767	40.9611	-16.7289	55.0877	-50.2895	-15.6663	-3.0423	18.8910	24.8798
4936.0000	-22.8944	-21.2773	-28.0437	-8.8730	2.2638	20.0758	2.8482	39.2024	0.2024	22.0754	-20.4526	-5.2954	-18.4139	28.8556	-9.7290	38.7463	-31.9304	-7.0216	-9.2579	10.4895	18.4299
4940.0000	-7.9815	-16.3475	-6.5128	-20.9839	-4.1446	0.3324	1.0549	19.6400	1.8099	12.1691	-2.3430	7.2326	-5.4363	15.5130	-0.4486	24.9528	0.7911	6.1912	-21.2746	-8.5584	4.3442
4944.0000	-15.0649	-22.3102	-17.0106	-17.8814	2.7260	11.1816	3.8417	25.1309	1.3434	14.4852	-7.8192	-1.1633	-10.6297	18.0639	-2.0709	29.8911	-15.0132	0.4608	-15.8832	5.2281	12.4939
4948.0000	-8.4451	-16.0833	-10.6973	-15.6941	2.8992	7.7632	3.0048	22.0629	0.0935	9.0110	-3.7561	1.0956	-6.8143	12.7816	-1.5554	17.0358	-9.6458	-1.0121	-14.0635	2.0599	9.9595
4952.0000	1.4377	-5.5299	-0.8571	-9.3140	3.5825	2.1779	1.6738	11.0230	-1.3951	-0.7981	2.6398	2.3181	-0.1569	2.2067	0.2479	-1.9844	-1.1355	-2.6799	-7.7990	-0.2923	4.6347
4956.0000	-9.8668	-12.2946	-9.9277	-9.5837	0.6339	8.0953	2.8763	18.1844	1.4189	11.8816	-5.4099	0.3386	-8.3861	10.7513	-2.3456	11.4020	-10.6858	1.6619	-9.3228	1.6091	8.9697
4960.0000	-18.4159	-18.8734	-25.1902	-9.6260	4.4264	20.1473	3.1285	42.9403	-1.4147	18.4766	-17.7145	-3.6861	-16.7346	26.4716	-10.0507	28.0447	-31.1676	-10.2661	-9.7300	9.5630	19.6714
4964.0000	-10.7870	-10.9386	-19.7242	-2.2524	8.0526	17.5756	2.1735	31.7572	-3.5551	7.4305	-13.4342	-6.4253	-10.7080	17.3839	-8.3854	16.4063	-27.6169	-15.2848	-1.1588	13.3671	16.1240
4968.0000	-17.6444	-15.5476	-26.9304	-5.6523	4.1267	20.6988	1.2970	46.9804	-3.2334	17.0713	-21.2637	-4.1230	-16.7915	29.9874	-13.0150	31.3661	-34.2003	-15.6760	-6.8259	9.8119	19.5638
4972.0000	-20.5994	-21.9744	-31.1289	-9.8272	8.9141	26.4158	4.2136	52.2456	-3.1296	18.5750	-20.9196	-6.7475	-19.2911	30.1791	-12.2817	30.3080	-40.5525	-16.7602	-8.8557	15.8321	25.3846
4976.0000	-17.8934	-19.8807	-27.6956	-10.4228	7.6610	23.5031	3.6065	50.2685	-3.1961	17.0074	-18.7409	-4.6093	-17.4263	28.4316	-11.6151	26.8251	-36.0799	-15.6178	-9.8612	12.4852	23.2507
4980.0000	-7.0696	-18.4097	-8.8832	-25.0057	-1.3272	3.8720	1.6690	32.8907	-0.3034	12.0604	-3.1906	8.6412	-6.8168	19.5721	-2.8044	22.5415	-4.0173	0.5955	-25.0213	-8.2591	9.2658
4984.0000	-10.7960	-18.2316	-16.3713	-18.2371	2.7818	11.8159	2.2612	39.5097	-1.8657	12.9345	-9.4657	2.8826	-10.6337	22.7737	-6.4895	23.7897	-17.1872	-7.0502	-17.9305	0.7347	14.7748
4988.0000	-15.6484	-29.2736	-16.7350	-32.0199	-0.1436	9.6567	4.3326	40.3732	1.6224	20.2558	-6.4088	6.7831	-12.4894	25.6231	-2.6630	34.4685	-11.2236	3.7176	-30.8318	-4.3821	14.9862
4992.0000	-15.5657	-20.6492	-22.1130	-14.8679	4.4744	15.9321	2.7675	38.6188	-1.5451	14.7202	-13.5953	-1.9525	-13.1457	24.8810	-7.2615	31.9191	-24.1672	-8.7256	-13.8873	7.3680	16.7950
4996.0000	-10.6619	-19.0447	-20.5933	-16.3482	8.0527	16.6071	2.7726	44.2643	-4.1919	9.3220	-11.3616	-1.0516	-10.9433	23.9184	-7.9632	24.6646	-24.6762	-14.8614	-14.5697	7.9993	18.6661
5000.0000	-3.6881	-22.2164	-10.0688	-29.1126	8.1354	9.0408	4.5922	37.2438	-2.8317	4.9378	1.2353	5.3440	-5.0533	15.2926	-1.1037	13.3082	-8.8571	-6.4681	-25.3302	0.3832	15.2166
5004.0000	-9.9829	-11.9937	-23.6704	-2.1187	14.0105	23.8762	3.4154	42.4667	-6.2838	4.9130	-14.8549	-8.8084	-12.0468	18.9875	-10.7503	11.1872	-36.5452	-23.8920	0.2461	19.4260	22.4185
5008.0000	-9.7075	-15.2740	-16.2596	-11.5297	5.8870	12.8240	2.4585	30.1040	-2.2761	8.0471	-8.8801	-2.1041	-8.7595	17.2913	-5.2552	20.5328	-18.9423	-9.3978	-9.9327	7.4477	13.7261
5012.0000	-4.3762	-17.5735	-9.2262	-19.5883	7.6728	8.1406	4.0019	23.0576	-1.6876	2.9256	0.4700	0.6995	-3.8761	9.7815	0.1527	12.3978	-8.6294	-4.8311	-15.7828	4.7832	11.4880
5016.0000	2.6429	-5.2982	-8.2188	-4.1872	13.6207	11.3323	2.4147	20.5184	-6.1869	-8.2574	-1.0477	-4.9876	-0.5673	3.8286	-3.1220	-3.3987	-15.6463	-18.4759	-0.2012	13.2272	12.0104
5020.0000	-1.3059	-11.6576	-13.8410	-7.6472	17.4224	16.9198	4.5088	26.8889	-6.2914	-6.0349	-2.7002	-7.7291	-3.5372	6.5655	-3.3653	0.7904	-22.8477	-20.4273	-2.0286	18.9420	17.3758
5024.0000	-2.5280	-11.4179	-16.3054	-6.2162	17.9096	19.5573	4.4890	32.4944	-6.9479	-4.4777	-5.3588	-8.2261	-5.4598	9.2113	-5.4912	0.6510	-27.3684	-23.0761	-1.1102	19.9925	19.6786
5028.0000	2.6164	-1.7418	-9.9216	0.3269	13.0752	13.2334	1.3097	26.3864	-7.4531	-7.4217	-4.8156	-5.0553	-2.1191	6.8265	-6.5518	-5.0608	-20.1359	-22.6939	2.8535	13.0676	13.2750
5032.0000	3.0253	-11.1005	-2.6584	-18.3351	6.8051	2.8367	2.0446	20.1739	-3.4512	-3.5932	4.2015	3.9308	1.0085	6.3359	0.4344	4.6503	-1.2977	-7.0997	-15.2010	-0.0957	7.3854
5036.0000	5.0663	-8.1138	1.1597	-16.0626	6.0386	0.6218	2.1098	13.4144	-2.6845	-5.0449	6.8150	4.2382	2.6600	1.4515	1.9631	-2.5395	2.5564	-4.3862	-13.0373	-1.2558	5.0299
5040.0000	-5.6566	-7.2602	-14.1409	-1.2803	8.6284	13.7480	1.8078	23.9799	-3.9318	1.8378	-8.6732	-5.6799	-6.5004	11.2026	-6.0682	8.6191	-21.2438	-14.6912	0.3967	12.1343	12.7718
5044.0000	1.5408	-0.4680	-14.1381	5.9545	16.5661	17.7659	1.3473	28.2261	-9.0039	-9.3746	-8.2680	-9.6127	-3.2250	7.5960	-8.5545	-4.4019	-27.9983	-29.0055	9.0616	20.0313	15.9609
5048.0000	10.2256	8.0589	-4.2966	8.7375	14.5713	10.1377	-0.5663	18.5803	-9.7615	-16.6688	-2.2482	-6.0541	3.0504	0.0575	-6.6266	-16.8470	-16.7141	-27.9737	11.0785	13.8609	9.3981
5052.0000	15.8222	-1.6231	11.8348	-17.0751	6.9830	-6.5831	1.2035	5.0931	-4.2412	-15.2808	15.8199	7.9258	10.3851	-7.8126	5.2388	-17.9549	14.6144	-4.8145	-13.3451	-6.0692	-0.1210
5056.0000	10.0307	4.3199	0.6974	2.2014	12.2366	5.7292	1.0847	9.3176	-6.4902	-14.5368	3.8931	-3.3905	4.4532	-5.2309	-1.5644	-19.4435	-7.3409	-17.3309	5.3721	9.5857	6.4064
5060.0000	5.5436	-2.9423	-0.3932	-6.8374	8.4406	4.0847	1.8662	12.1063	-3.9225	-7.3774	4.1039	0.1422	2.0935	-0.7516	-0.1280	-9.2690	-3.7941	-9.6106	-4.0069	4.3169	6.3349
5064.0000	12.9182	-4.8444	10.3234	-19.0563	7.8839	-3.1420	3.4188	8.4348	-2.8987	-10.8798	15.9442	7.6508	7.3315	-8.3367	5.4960	-23.1772	11.2513	-2.0093	-14.9603	-4.8359	3.4877
5068.0000	4.8201	-1.7825	0.7880	-6.0646	5.4407	2.1779	1.2245	10.1575	-2.8849	-5.0847	3.5838	1.5621	1.7036	-0.3505	-0.2113	-8.3320	-1.4286	-6.4990	-4.3495	1.1303	4.3990
5072.0000	0.8387	-6.7890	1.2715	-12.6185	-0.2811	-2.0947	0.9286	7.0945	0.1684	1.2484	3.8251	5.0124	0.6345	2.9670	1.7907	4.0355	5.1679	2.7903	-11.7738	-5.3481	1.1320
5076.0000	0.1619	5.2168	-8.2680	10.9513	6.9398	10.6525	-0.5099	15.9381	-5.0618	-3.2846	-8.3781	-5.9243	-3.4083	4.9848	-7.5754	-5.9020	-18.5717	-17.3250	10.6687	10.4773	8.2180
5080.0000	9.5251	6.3079	4.2428	3.8885	8.5559	2.7177	1.0960	1.8394	-4.1569	-11.8112	5.4031	-1.9848	4.4984	-8.6714	-0.0173	-23.6236	-2.4334	-10.4947	6.0350	5.8815	3.2020
5084.0000	8.3031	13.0521	6.1787	11.2613	0.9003	-1.5913	-1.9335	-2.9094	-2.7344	-7.6377	1.3075	0.1620	3.6738	-6.5337	-2.2830	-20.2352	0.9522	-6.6162	9.8004	-0.7937	-2.3234
5088.0000	-3.4534	14.6650	-15.1717	32.7405	10.5430	19.7603	-1.0309	12.4687	-6.4545	-3.9963	-17.8430	-16.5337	-7.3594	2.9920	-12.8564	-13.1180	-35.5589	-26.6857	31.4954	24.0048	11.3921
5092.0000	-8.8651	6.6588	-17.9377	24.8465	8.4451	20.0456	0.2933	14.9710	-4.0531	2.7448	-18.2841	-15.0332	-10.2436	7.0840	-11.4326	-2.6416	-34.7799	-20.2726	23.8970	21.9645	12.5926
5096.0000	-11.9700	8.4426	-20.6179	28.5973	4.3338	19.5408	-1.7454	16.7689	-3.7317	6.6776	-23.7329	-14.7586	-12.3602	12.6662	-14.2385	6.9077	-36.6744	-20.3052	25.4972	19.6923	11.0103
5100.0000	-7.7495	8.3831	-16.9747	27.5250	9.6707	20.0940	0.4637	10.7583	-4.1811	0.4659	-17.3165	-16.6410	-9.1704	3.9714	-10.7130	-6.2189	-34.7087	-20.8602	27.0722	24.1390	11.9910
5104.0000	1.5268	10.9320	0.6642	15.7799	0.3050	2.3820	-1.2121	-5.1900	-0.9291	-2.1792	-3.6523	-4.1332	-0.4536	-4.5547	-3.1330	-13.2767	-5.7584	-4.6013	14.1013	4.1561	-0.7737
5108.0000	7.5499	17.1479	7.9463	17.9026	-1.1386	-2.5349	-2.1805	-11.4930	-1.2027	-6.5375	0.8350	-1.3811	3.4796	-10.5030	-1.8189	-24.9761	1.8741	-3.2096	15.5636	-0.4544	-4.8685
5112.0000	2.6669	23.5770	-6.1984	38.6549	6.7936	11.7729	-3.2057	-2.6581	-5.8464	-9.2489	-13.4448	-14.6012	-1.9360	-4.9239	-10.5614	-21.6816	-24.4165	-22.8741	36.2235	18.7306	3.1776
5116.0000	6.1580	12.5432	1.6966	17.8817	7.4503	5.1678	0.1824	-7.1298	-3.2517	-10.4293	-0.0381	-7.8102	2.4860	-10.8906	-1.8913	-24.4891	-8.5027	-11.1310	18.7685	11.5525	1.6766
5120.0000	13.7610	10.5986	16.2138	4.0719	3.7161	-6.5297	1.5826	-19.2431	-0.1713	-12.9991	14.6917	1.4841	9.2540	-21.4773	6.4720	-37.7408	13.8326	3.2423	5.9752	-1.4985	-5.2360
5124.0000	8.8950	16.7032	5.9323	20.7675	6.2439	2.5608	-0.2050	-12.9144	-2.8388	-12.1691	2.2677	-6.9185	4.3248	-15.3282	-0.9614	-32.3641	-4.4371	-9.1770	21.1371	9.4505	-0.9690
5128.0000	1.0976	14.7883	-2.7968	25.9154	4.5230	6.8050	-1.3084	-9.4605	-2.4044	-6.2731	-6.8681	-10.9872	-0.5581	-7.0887	-4.5403	-15.2341	-13.7709	-11.2793	25.0906	13.7449	0.6053
5132.0000	12.5013	13.6951	13.1142	12.1445	5.1719	-4.1584	0.7366	-22.8374	-1.0014	-14.9099	10.9215	-3.2702	8.8727	-21.5927	4.9406	-34.7571	8.4017	-1.0686	14.0478	4.4048	-5.3571
5136.0000	13.3015	20.5185	7.4586	26.7396	13.0235	5.3383	1.0656	-19.0668	-4.7014	-20.5611	5.4579	-11.9626	7.2846	-23.7349	0.3788	-45.9299	-7.5086	-15.0179	29.4214	18.0033	0.4918
5140.0000	12.4160	18.1683	12.8773	19.5034	5.4053	-2.4971	0.4594	-25.4032	-1.1412	-15.1939	8.9709	-5.6044	8.1476	-23.7010	3.5777	-40.6347	5.0415	-2.6987	20.7180	6.9194	-5.3307
5144.0000	12.7608	14.7420	15.5866	10.7938	0.9524	-8.0522	-0.4599	-24.3285	-0.0150	-12.8370	11.2214	0.0061	9.3419	-20.3854	5.1063	-32.1281	13.6383	2.8294	11.2820	-1.5445	-8.5106
5148.0000	1.9944	14.7761	-2.8933	28.0874	9.1029	9.8593	0.5187	-12.7779	-2.7327	-9.4154	-4.7877	-14.5375	-0.0135	-12.3520	-3.1507	-23.6510	-16.8393	-13.0879	29.0920	19.9529	2.8551
5152.0000	-8.5599	11.4570	-17.7401	36.6193	12.2544	21.7482	0.8809	-1.8747	-3.6777	-2.9329	-17.7846	-23.1678	-8.2266	-2.2399	-9.2695	-8.5889	-37.6090	-21.5931	37.3523	32.3337	10.6188
5156.0000	10.4017	20.8714	6.2270	30.5466	10.6662	3.6508	0.0477	-27.9577	-3.2740	-19.4885	3.3239	-14.3865	7.3141	-23.6425	1.2039	-36.2413	-6.4339	-12.1394	32.9059	19.3714	-2.9668
5160.0000	18.0742	26.5905	17.1474	28.1332	7.0238	-4.3555	-0.8162	-33.7885	-2.7486	-22.7190	10.8128	-7.6497	12.1166	-30.3619	3.7022	-51.2814	6.8640	-6.7779	29.3486	9.1140	-8.4286
5164.0000	10.7648	21.3636	6.6400	28.4924	8.5385	3.0658	-0.6046	-21.0089	-3.6090	-17.0857	2.3266	-11.0448	6.2726	-20.2130	-0.6023	-36.8612	-5.9512	-12.2665	29.4889	14.7087	-2.4147
5168.0000	18.6864	24.7751	16.1403	25.8800	9.1521	-3.3570	-0.4474	-31.2587	-3.6542	-24.4779	11.3815	-8.1104	12.6048	-29.7010	3.8622	-49.8829	5.7517	-9.1572	28.0168	10.8185	-7.0225
5172.0000	18.1305	26.2685	11.0609	31.0968	12.9520	1.6776	-0.9006	-25.3325	-6.1780	-26.8995	6.9059	-12.1454	11.3725	-26.7646	0.6266	-47.8883	-3.3966	-18.0267	33.5678	17.4257	-3.5526
5176.0000	10.3475	25.8362	-3.3426	43.8247	20.7798	16.7443	0.4969	-14.6692	-8.6649	-24.9188	-4.7813	-23.6574	4.0593	-21.2743	-5.7229	-44.4988	-28.1645	-31.4273	47.1776	35.1796	6.6763
5180.0000	8.2245	25.8334	-2.8466	42.3699	15.5422	14.4219	-0.5175	-12.3173	-7.2125	-19.3409	-6.6703	-20.0777	2.2318	-17.4287	-6.8224	-40.2475	-25.5124	-26.9076	43.6265	28.6834	4.9680
5184.0000	19.9629	28.7936	14.0914	32.5055	11.0968	-1.9390	-1.9499	-31.6918	-5.7995	-28.7344	8.3807	-11.3728	13.5790	-28.9562	1.7582	-47.6558	1.5089	-16.1167	34.5866	15.1884	-7.2359
5188.0000	21.1029	25.2836	19.3244	24.9341	9.7126	-5.8200	-0.2362	-37.3820	-3.3916	-27.5782	14.9496	-7.9355	15.2089	-33.8039	6.2274	-52.7919	10.2963	-7.4566	27.9189	10.5544	-9.1172
5192.0000	4.1409	13.3832	3.9602	21.9257	5.6932	3.1175	0.9272	-22.2161	-0.2310	-9.2499	1.7873	-10.3578	3.0329	-17.3259	1.5035	-26.0359	-4.7573	-3.5985	23.1714	13.1657	-2.0362
5196.0000	4.6598	18.4686	-1.1484	31.8975	10.1285	9.1378	-0.0773	-16.3434	-3.6306	-13.1770	-3.9791	-15.6176	1.8940	-15.2388	-3.1225	-28.0675	-16.2258	-15.4151	33.0146	21.2713	1.5712
5200.0000	10.3563	14.6840	5.4253	20.4277	11.8793	4.5844	1.3860	-17.6751	-3.6674	-17.7165	5.2864	-10.9595	6.4363	-20.0814	1.5321	-34.7788	-5.9889	-11.9590	23.6033	16.7113	0.5143
5204.0000	3.4073	11.8621	0.7279	21.3787	7.7490	5.7532	0.9427	-16.5593	-1.5472	-9.8014	-0.2346	-11.5501	2.1359	-14.2210	0.0221	-22.3399	-9.1671	-7.8947	23.0542	15.8140	0.4684
5208.0000	12.6103	14.4284	13.0554	16.2495	8.1465	-2.9790	1.6286	-31.5711	-0.7438	-18.2676	12.2102	-7.6769	10.1400	-26.8715	6.8835	-37.4461	7.1567	-1.4679	19.7189	10.5768	-5.7810
5212.0000	19.0364	21.0331	21.4739	17.7201	4.6230	-10.8501	-0.4556	-40.8268	-0.7342	-23.0224	16.8870	-3.8269	15.3182	-32.0450	8.7363	-43.8835	18.4648	1.4012	20.0959	3.5083	-12.6536
5216.0000	14.9236	19.2105	13.4449	19.9359	7.5387	-2.7298	0.1284	-26.0090	-2.5313	-19.4027	10.0618	-6.4372	10.1404	-24.8647	3.7982	-41.4258	5.2466	-6.1523	21.9251	8.7142	-5.5155
5220.0000	12.9840	18.7204	5.3415	27.4568	17.3734	8.5508	2.4080	-20.2255	-5.3450	-23.1970	6.0085	-15.6285	7.4323	-25.8793	1.2247	-47.1767	-11.4757	-17.8775	31.9875	24.4020	2.9152
5224.0000	4.5719	11.0492	1.3668	19.9636	10.9933	8.7529	2.9787	-12.9888	-1.8511	-10.2648	2.1016	-11.7378	1.4881	-17.2545	0.4165	-33.7480	-11.6086	-8.7719	22.6242	17.8129	4.1056
5228.0000	15.9809	11.2293	16.5338	5.7431	8.7803	-3.4865	3.1946	-20.1177	-1.2696	-17.2123	17.0409	-1.3381	10.2430	-26.3192	7.3216	-47.7316	10.7250	-0.2764	9.4123	4.1072	-2.5606
5232.0000	5.6231	6.1475	4.9314	7.9688	6.9209	3.0109	2.6430	-9.6582	-0.7150	-7.7386	5.9577	-4.6821	2.8341	-14.0709	2.4890	-27.2732	-1.8067	-2.5317	10.2100	8.0170	1.7231
5236.0000	-0.6102	3.3719	-5.2840	14.1662	13.3020	14.6626	4.9108	-1.0542	-1.8388	-5.0584	-0.9281	-12.5348	-3.0578	-11.0391	-1.0540	-27.2649	-19.4807	-10.2265	17.6543	20.8794	10.4843
5240.0000	7.0481	5.8468	5.2984	11.1255	13.6469	6.5034	5.2702	-18.0758	-0.8901	-13.2934	9.7961	-10.4595	4.5159	-22.9278	5.5670	-37.8828	-4.7718	-4.2517	16.4417	17.6516	3.8411
5244.0000	15.6547	10.8154	16.2288	7.0538	9.7673	-3.8239	3.2775	-25.8720	-1.0061	-19.0858	17.5579	-3.6057	11.3117	-28.2308	8.7036	-44.8005	11.1828	-0.0030	11.6097	6.9999	-3.7354
5248.0000	16.3284	13.1394	18.3920	8.3582	6.4334	-7.6139	1.7347	-30.4423	-0.4222	-19.0527	17.4927	-2.1362	12.6041	-28.1305	8.9806	-41.3264	15.7324	2.3531	11.8260	3.3485	-7.5991
5252.0000	10.4815	6.4032	13.9621	5.3013	6.8128	-5.2783	3.2705	-32.2419	1.5366	-14.7596	16.0439	-4.6949	10.0011	-26.2448	10.5033	-31.1364	13.0141	6.1576	9.9201	6.9716	-6.0238
5256.0000	9.5171	14.0908	5.4961	20.5058	11.2864	3.9054	1.4350	-20.8208	-2.9598	-17.2496	5.4765	-11.4370	6.5451	-20.6907	2.3617	-32.6426	-4.9367	-10.1527	23.8134	16.9172	-0.4605
5260.0000	4.1446	0.1749	7.7985	0.0370	3.5245	-3.8618	2.6445	-22.4916	2.3038	-7.1663	10.4792	-3.0720	5.7302	-15.7597	8.1619	-13.2750	9.5718	7.4268	3.4843	4.3509	-4.2066
5264.0000	-1.9411	-3.5622	2.5645	-3.1812	-1.5096	-2.8102	1.5089	-11.4289	3.2148	1.9343	3.9922	-0.2159	0.7576	-4.9350	4.6174	1.1120	6.1811	9.1820	-2.1022	-0.6026	-2.7759
5268.0000	5.4308	3.9477	7.8450	3.6539	2.6974	-3.9833	1.2824	-19.9857	1.1529	-7.9942	8.4311	-2.6586	5.8037	-14.2359	5.9566	-14.4249	8.2779	4.2342	5.9375	3.3045	-4.6729
5272.0000	1.7260	-0.3683	2.8901	3.3041	5.5953	0.1066	2.5308	-18.9223	1.2533	-6.9983	6.3914	-6.4536	3.8656	-12.6813	6.0637	-8.2150	2.4479	2.6708	6.9889	9.4641	-1.6598
5276.0000	-5.9277	-1.7053	-8.9223	11.1948	8.5883	10.4227	2.7562	-7.7934	-0.1068	-2.1723	-4.3881	-13.1649	-2.9321	-4.4915	0.2293	0.5566	-15.4944	-5.8229	14.3915	19.3778	5.4044
5280.0000	-3.2881	-5.4830	1.4311	-1.8363	1.1880	-1.3858	2.7766	-18.6568	3.9385	0.2232	5.1261	-4.1962	1.2626	-8.6366	6.8921	2.0781	4.9115	10.0456	1.0179	5.1826	-2.5914
5284.0000	-1.2013	0.7436	1.9089	4.4627	-0.3910	-2.3974	0.4253	-17.4907	2.3530	-1.6731	2.1807	-3.9715	1.9763	-6.9880	3.9816	1.5288	3.9473	5.6575	5.5886	3.7633	-4.4045
5288.0000	-2.9930	3.1492	-8.5362	15.4825	9.0170	10.3549	1.1286	-4.9298	-2.2297	-5.4655	-6.0169	-13.1441	-1.8004	-3.5211	-2.1843	-1.8856	-17.0480	-11.4898	17.8235	19.2740	5.0144
