Time	Fp1	Fp2	F3	F4	C3	C4	P3	P4	O1	O2	F7	F8	T3	T4	T5	T6	A1	A2	FZ	CZ	PZ
2096.0000	8.4409	7.0129	1.4097	6.0186	9.2642	5.6436	0.8719	8.0442	-5.1470	-10.6445	2.2332	-2.7550	2.5770	-5.6336	-2.5724	-23.4753	-7.6764	-14.1850	7.5870	7.3389	5.6470
2100.0000	10.7458	10.1475	2.7899	9.7603	11.7044	7.0998	1.4401	6.5551	-5.9219	-13.5412	3.4680	-4.2875	3.3794	-9.6954	-2.6335	-33.4645	-9.3572	-16.5883	11.7764	10.0315	6.5913
2104.0000	14.6403	14.5025	7.9566	13.1867	11.8549	3.7878	1.2163	-3.9036	-5.6231	-18.0961	7.4328	-4.7482	6.8993	-16.8055	-0.2592	-41.7374	-3.9214	-14.8422	15.6086	9.9115	2.9393
2108.0000	14.2048	6.9535	11.1467	0.6473	9.6746	-0.8681	2.4997	-6.3198	-3.2727	-15.7341	13.1168	-0.2008	8.2598	-17.1713	4.2656	-36.0449	5.6766	-5.9761	4.1709	3.9346	1.0368
2112.0000	17.3292	8.2965	12.1825	2.5508	14.7755	1.4744	3.8442	-8.0650	-4.6150	-21.0430	15.9474	-2.8758	10.0056	-22.5292	5.2748	-46.3963	3.5034	-9.8863	7.8684	9.2788	3.0792
2116.0000	19.5666	11.4605	16.0312	4.6934	13.2660	-1.9541	3.1905	-15.6804	-4.0160	-23.0783	18.2076	-2.3144	12.3061	-26.4466	6.7837	-49.8079	8.5608	-7.3925	9.7342	7.3847	-0.4952
2120.0000	16.2928	11.2482	14.9679	5.6241	9.4832	-2.6477	2.5943	-15.9223	-2.4769	-18.0846	15.5403	-1.3921	10.1350	-23.6852	5.9321	-44.7949	8.7056	-3.6853	9.1916	4.6141	-1.6400
2124.0000	14.7459	12.5202	8.7954	12.7633	15.9002	6.3871	3.9783	-8.5437	-4.7561	-19.4777	11.1604	-7.4503	7.0616	-23.3047	2.5194	-51.6176	-5.1508	-13.0699	17.2924	15.0001	5.2466
2128.0000	18.9387	15.6692	14.7357	11.5037	12.9910	0.2870	2.6091	-14.3426	-4.4963	-22.1640	14.8919	-3.9083	10.6864	-26.1315	4.2338	-54.0495	3.9065	-10.0163	15.3568	8.9663	0.3324
2132.0000	22.4679	20.3286	18.5198	15.3948	12.3449	-3.3878	1.2781	-22.8456	-4.8599	-26.8043	16.8439	-4.2568	14.1475	-30.2084	5.3937	-56.4514	8.6340	-10.1814	19.1445	8.3499	-3.8520
2136.0000	17.2443	14.7876	12.8324	13.3515	13.9433	1.3826	2.8102	-17.6926	-4.2114	-22.4705	13.8474	-6.5742	10.4112	-26.5171	4.6969	-50.1662	1.9827	-10.2772	17.8310	12.4678	0.3201
2140.0000	12.9656	10.5727	13.7788	6.7045	6.4816	-3.1865	2.2572	-18.1094	-0.8632	-13.9264	13.3627	-1.4147	8.3581	-21.9291	5.7450	-39.3868	8.8330	0.0537	9.3156	3.2628	-2.8752
2144.0000	8.2953	4.1509	8.4568	1.4990	6.7875	0.0885	3.1309	-9.5552	-0.5448	-9.1179	10.4051	-1.4103	4.9174	-15.6139	4.6351	-29.6344	4.1411	-0.0333	4.3851	4.1988	0.8181
2148.0000	1.3190	5.9354	-5.5686	15.3136	12.5172	13.4640	2.9439	2.9462	-3.6583	-7.1392	-2.8605	-11.3772	-2.0406	-7.5658	-3.2161	-23.2159	-19.5296	-14.6727	17.8658	19.0399	9.4995
2152.0000	0.8874	7.6616	-5.6485	17.6612	10.9423	12.7325	2.0809	1.8758	-3.5257	-6.4530	-4.3444	-11.3597	-2.2569	-6.7096	-3.9935	-21.3916	-19.4217	-14.5175	19.3923	18.1308	8.2574
2156.0000	1.9303	4.4199	-2.9266	12.1755	11.5171	10.5325	3.3011	-2.5879	-2.4421	-7.5141	0.3059	-10.2280	-0.4486	-10.0756	-0.5801	-22.5529	-14.1274	-10.3086	15.2805	17.0900	7.2390
2160.0000	-1.3530	8.7559	-11.6817	25.3435	15.5675	18.9112	2.3133	2.8325	-5.1931	-8.6280	-9.0665	-18.0652	-3.9394	-5.9536	-6.2661	-19.2695	-30.0391	-22.1137	28.0200	28.1328	11.6924
2164.0000	3.4494	6.7182	-1.4133	12.2083	7.9609	6.0465	0.7510	-3.7006	-2.9629	-8.5697	-0.6786	-7.7961	1.4281	-7.0642	-1.3216	-14.5045	-9.4129	-10.5101	13.9616	12.2665	3.1441
2168.0000	0.0172	5.4133	-2.1352	12.0017	4.6913	5.4716	0.7887	-5.0592	-1.0097	-3.4912	-2.2447	-7.0270	-0.6733	-5.4801	-1.2688	-10.6332	-8.7357	-5.6124	12.7579	9.9587	2.2700
2172.0000	-8.3645	3.6864	-15.9834	21.2636	9.9917	18.9757	1.8235	8.8543	-2.9296	1.2694	-14.0463	-15.5765	-8.6713	2.6800	-7.9303	-4.5530	-31.1744	-16.6274	22.0286	23.2778	12.0058
2176.0000	-6.2756	-5.2614	-6.7003	1.9955	5.1344	8.8485	3.5729	1.7418	1.1393	3.8902	-2.4350	-6.3357	-4.8697	-1.2030	0.0945	-2.7374	-11.4238	-0.4183	3.9593	10.4395	6.8445
2180.0000	-7.4242	-3.6442	-6.1603	3.0504	1.3292	7.3363	2.5703	2.8724	1.9736	7.4642	-4.2937	-4.1803	-6.1326	1.0759	-1.1860	-1.3243	-10.1254	2.0555	3.2298	6.1179	5.3953
2184.0000	-10.6536	-4.8107	-9.8201	4.2509	0.7572	9.7367	2.4402	6.8474	2.0944	10.6929	-7.9939	-5.1872	-8.7362	4.9034	-3.0234	3.7874	-14.6090	1.1158	3.8309	7.3129	7.0639
2188.0000	-15.4175	-9.0205	-12.5438	2.1605	0.0004	12.3834	4.0558	8.9844	4.0307	16.7106	-9.3966	-5.5793	-12.3159	6.4597	-2.8477	5.4547	-17.5479	5.2658	1.7219	7.9204	9.5209
2192.0000	-11.5974	-2.5845	-13.7115	11.1132	5.2031	16.3881	3.4892	11.0712	0.6295	9.8245	-11.1641	-9.7957	-11.0819	4.0515	-5.6022	-4.0256	-24.8077	-5.3241	11.1511	14.8972	11.8761
2196.0000	4.1317	6.7345	4.1961	10.4119	6.0348	3.1095	2.4279	-12.5140	-0.0668	-6.6363	4.6660	-5.8531	2.2217	-14.1788	2.4153	-25.2925	-2.4921	-1.4518	12.3441	8.8560	0.9358
2200.0000	14.9659	13.0780	14.1792	10.8240	8.2899	-4.2853	1.3032	-25.3025	-1.9039	-19.4513	13.7573	-4.4639	11.2068	-24.5639	6.5879	-36.8719	9.4775	-3.0710	14.3275	7.1301	-5.2135
2204.0000	18.3294	14.9366	16.4573	11.8052	10.2682	-5.7000	1.0881	-29.8089	-2.8600	-24.6032	16.3591	-5.3659	14.1904	-28.1687	7.9161	-39.9955	11.8138	-5.0290	16.2803	8.7267	-6.6400
2208.0000	17.5985	15.8244	12.8923	14.8081	11.4840	-3.4652	0.0932	-25.7755	-4.4738	-25.6796	12.6400	-7.3669	13.4578	-24.5755	5.4984	-34.5952	6.7729	-10.5444	19.0753	11.6932	-5.3622
2212.0000	15.7560	19.0317	7.5087	21.9179	11.4847	-0.5071	-2.0782	-20.3187	-6.5342	-25.7637	5.4372	-10.1780	11.6345	-18.4410	0.9223	-26.1322	-1.0530	-18.1398	24.8606	14.9520	-4.3597
2216.0000	21.9049	17.7811	17.4826	13.3759	11.2606	-7.6696	-0.5977	-30.9285	-4.8933	-30.1550	16.6452	-5.6387	17.2526	-28.0427	7.4670	-37.3639	13.4252	-9.8449	18.0410	9.1272	-8.6289
2220.0000	14.2546	15.7830	3.2465	21.7105	17.6484	6.6881	0.5701	-13.7845	-7.5713	-26.1433	4.9099	-13.9281	9.2545	-19.1973	0.2683	-32.4575	-10.1435	-22.8054	26.5815	22.7766	2.3389
2224.0000	12.1708	13.7287	3.7212	19.2737	16.4449	7.7936	2.1424	-11.7138	-5.8077	-21.2479	5.7085	-12.3269	6.8444	-19.8297	0.7415	-37.9255	-10.2273	-18.0366	23.7791	20.6909	4.0758
2228.0000	20.1965	13.5539	16.6104	9.7417	15.6426	-1.0272	3.8108	-23.7702	-3.8601	-26.2284	19.2859	-6.1169	13.5049	-31.7634	8.1874	-54.5614	7.4787	-7.9316	15.8551	12.5144	-1.1229
2232.0000	12.8182	9.7295	6.4632	12.7428	18.5676	8.9840	5.3205	-10.5516	-4.4043	-19.7256	11.2087	-10.5390	6.3763	-24.6001	3.6137	-50.2534	-8.2265	-13.2767	18.7081	20.0022	7.0426
2236.0000	3.3087	2.7146	-0.2511	11.3441	16.8538	13.5632	7.1653	-8.4234	-1.3136	-9.6641	6.4555	-12.8436	0.1320	-19.9985	3.2672	-40.2100	-14.6648	-7.5310	17.1211	22.6537	10.3211
2240.0000	1.6508	-2.6925	5.4106	-0.3274	7.6090	3.0760	6.1690	-16.6334	2.9801	-3.6816	10.8713	-5.1206	1.8423	-18.2898	7.9368	-26.3728	1.8881	7.6113	4.2284	9.2795	2.5648
2244.0000	2.3515	-4.1090	8.6817	-5.5462	4.3881	-0.9360	5.9623	-17.6594	4.2504	-1.8245	13.4876	-1.0636	2.7244	-18.1533	9.5008	-25.2589	8.6328	12.8813	-1.5571	3.0601	0.1869
2248.0000	2.5906	0.1227	5.7213	2.4901	6.7650	2.4259	5.0621	-16.4545	2.3207	-4.5451	9.5932	-4.9822	2.2443	-17.5850	6.7081	-26.3387	1.7196	5.8199	6.2536	8.5181	1.5503
2252.0000	-1.7486	3.1489	-3.1356	12.9507	8.8206	10.2615	3.9777	-7.2833	0.1112	-2.5967	-0.3473	-10.5176	-2.4569	-10.8970	0.4488	-21.2917	-13.3283	-4.0661	15.4925	16.1916	6.2657
2256.0000	0.3755	-2.1189	3.6666	-0.2408	4.5491	2.0693	4.3527	-11.8125	2.5487	-1.3133	7.2526	-3.3478	0.7444	-12.4710	5.5262	-17.9336	1.4307	6.4924	2.6837	5.8883	1.6579
2260.0000	4.0771	-5.5742	12.4327	-14.4096	-2.5266	-9.1891	3.2506	-14.8889	4.7050	0.1116	14.7967	6.8602	4.8741	-12.1096	9.8554	-12.7451	19.8680	17.5244	-12.3493	-9.4023	-5.1612
2264.0000	-1.0324	-8.2441	4.8216	-11.8144	-0.3835	-2.8146	3.7442	-7.3392	4.0217	3.3843	8.7072	3.0034	0.6427	-6.5879	6.7994	-5.6066	9.2221	12.8819	-9.6585	-3.3397	-0.4074
2268.0000	-3.0499	-13.0254	6.8712	-18.7398	-3.7602	-6.6008	4.4072	-11.9894	6.7457	7.1585	11.5838	5.8420	0.7782	-6.8369	10.0178	0.1796	16.2910	21.5723	-16.4288	-8.0866	-2.9296
2272.0000	-10.5336	-13.5991	-0.6997	-13.0360	-6.3767	-2.1586	3.5414	-6.7511	7.4990	14.6469	2.6231	3.0841	-4.9111	0.8368	5.8476	11.6577	6.9884	20.5337	-12.6391	-5.7069	-0.8468
2276.0000	-13.2774	-13.5261	-6.6166	-7.1556	-3.0945	2.7301	3.4172	-5.8067	6.2102	13.4257	-2.1397	-2.5509	-6.5358	2.9394	3.8278	17.5922	-1.8728	14.3667	-6.0642	2.4625	1.6685
2280.0000	-7.4289	-8.1152	-1.7733	-4.7809	-2.4934	-0.2994	2.3327	-9.0845	4.7132	7.5351	0.9369	-1.3379	-2.7406	-1.1720	4.2080	9.1524	2.4401	11.8203	-3.7904	0.7382	-0.8604
2284.0000	-11.4708	-7.0050	-7.2790	3.5993	0.1360	5.6689	2.9879	-10.0172	4.5974	8.7482	-4.0326	-7.5225	-5.8225	-1.1367	2.2407	9.4334	-7.5297	8.1947	4.8606	9.2137	2.1353
2288.0000	-5.2140	-9.0541	3.6208	-6.3965	-0.8132	-3.1348	4.3594	-23.3386	6.7411	4.1211	8.2591	-2.4987	0.6275	-11.2713	9.9132	0.5104	9.5817	18.3334	-3.2183	2.4048	-3.5329
2292.0000	-3.5893	1.1966	-0.4783	9.9202	3.0043	3.2198	2.6077	-18.9818	2.9590	-0.4218	1.1136	-8.5208	-0.6111	-10.8591	3.7635	-7.9187	-3.3814	4.9560	11.8891	10.7533	-0.6207
2296.0000	-12.2483	-2.3158	-9.4076	12.6500	0.9516	8.3461	2.2551	-11.8246	3.8595	7.9359	-7.8203	-11.2522	-6.8577	-1.7383	-0.0240	7.1005	-13.2561	4.2589	13.2384	13.6296	2.5193
2300.0000	-13.1660	-6.7218	-5.2275	1.8549	-6.5587	0.6615	1.3695	-12.6065	6.6543	13.6062	-4.8924	-3.5090	-6.2504	1.7519	2.4015	16.8054	-1.1031	14.9342	0.9779	1.2772	-2.2591
2304.0000	-20.1038	-6.0966	-16.6879	12.2762	-3.4306	10.8779	1.1821	-2.9943	4.9564	17.2584	-16.0338	-10.9263	-12.5708	9.0881	-3.7807	24.2019	-19.3842	5.3361	10.7365	11.8837	4.2117
2308.0000	-17.2448	-13.3094	-6.3259	-7.9613	-12.4950	-3.0626	0.5981	-7.8477	8.7005	20.8761	-6.0271	1.7910	-8.1062	9.5923	2.7843	33.1508	4.2334	21.8753	-10.1192	-7.0990	-4.0037
2312.0000	-18.3741	-13.0002	-6.1287	-8.4789	-16.5995	-6.2956	-1.1117	-8.9904	9.3808	23.0179	-7.7454	3.7567	-8.0685	12.9960	2.3029	42.0544	7.5752	24.2668	-12.0089	-11.4228	-7.1260
2316.0000	-23.2925	-12.0175	-14.0119	-0.9914	-15.5617	0.0172	-1.8189	-2.0430	8.2188	26.0560	-16.1579	-0.7667	-12.4862	19.1684	-2.4286	49.0464	-4.4820	17.7926	-5.4917	-5.3587	-3.3907
2320.0000	-19.5831	-11.1973	-7.3992	-5.3657	-18.4277	-6.4030	-2.2741	-8.5641	9.3270	24.3896	-10.6708	3.4791	-8.9561	15.3761	0.6808	45.9265	6.2082	23.5366	-10.0191	-12.0477	-8.0158
2324.0000	-19.8808	-8.9108	-9.7236	0.1743	-16.0144	-3.1341	-2.2508	-8.0654	8.2515	22.8182	-13.0134	0.1226	-9.6961	14.8389	-0.8910	43.4046	0.5379	19.0637	-4.2758	-7.0967	-6.2589
2328.0000	-19.8327	-10.6271	-10.7936	-3.2332	-16.3694	-3.3819	-2.7748	-2.5442	7.4850	23.2196	-13.7751	1.7947	-9.8815	18.5923	-1.8080	48.3139	0.5333	17.5122	-7.8901	-8.9469	-5.5924
2332.0000	-20.7988	-8.4477	-14.0044	2.3004	-14.9358	-0.4805	-3.4099	-0.8730	6.2849	22.3495	-17.4800	-1.2450	-10.9385	20.1899	-4.0858	49.9400	-5.3356	12.6354	-2.6024	-4.7909	-4.2717
2336.0000	-24.7732	-10.1626	-15.5283	1.4069	-19.2266	-1.6219	-4.0500	-0.6384	8.0672	28.0867	-20.2273	0.1490	-13.2496	24.1579	-4.6763	58.3871	-4.5060	17.1597	-4.9128	-8.2463	-5.5953
2340.0000	-21.9555	-12.0386	-11.3254	-3.8022	-18.4965	-4.8692	-3.1547	-6.0002	8.7075	25.2403	-14.5298	1.7813	-10.2291	19.6808	-1.0543	55.1250	2.3299	20.7026	-8.7349	-9.9611	-7.4159
2344.0000	-19.7499	-8.4326	-11.6541	0.8931	-15.8706	-2.8751	-3.4529	-4.7710	6.9263	21.6552	-15.3112	-0.1981	-9.5512	18.2696	-2.5267	49.3777	-1.2725	15.2463	-3.8657	-6.6290	-6.2078
2348.0000	-22.9453	-9.6556	-17.2019	2.5900	-14.7476	1.8192	-3.4886	4.0218	5.9133	24.3473	-20.3869	-1.9352	-12.9089	23.7386	-5.8036	53.9524	-9.4444	10.7011	-2.6304	-3.6005	-2.3348
2352.0000	-23.8888	-6.3931	-21.7746	10.6103	-11.3753	7.5510	-3.6552	8.6040	3.9263	23.0536	-25.2164	-6.4426	-14.9382	25.0665	-9.3422	51.1197	-19.5471	2.8295	5.2673	3.2599	1.2853
2356.0000	-23.8341	-10.4775	-18.0016	2.0026	-15.2795	1.7987	-3.6474	4.6678	6.0683	25.2397	-21.1268	-1.8372	-13.3447	25.0675	-5.9929	56.9600	-9.6606	11.0083	-3.3510	-3.8859	-2.3736
2360.0000	-28.3851	-13.7685	-26.2147	3.2594	-11.9022	9.4241	-2.8399	16.4557	4.6267	28.1439	-27.1937	-5.3099	-17.8875	31.5058	-9.7047	62.4542	-21.8800	4.3852	-1.7871	2.5025	4.1158
2364.0000	-22.3945	-9.9693	-22.0967	3.5700	-10.4770	6.3923	-3.9349	14.3728	2.6713	21.3021	-23.8703	-4.1408	-13.6260	28.4574	-9.0709	57.3554	-17.5067	0.7753	-1.0445	1.3211	1.9139
2368.0000	-17.0102	-15.4966	-13.5995	-12.0907	-12.5123	-2.9690	-3.5417	9.3224	3.8777	18.0312	-13.4090	3.3389	-7.7565	25.1704	-2.7986	59.4018	-0.4008	9.0398	-15.1670	-8.4077	-3.0226
2372.0000	-18.2486	-11.0231	-18.3687	-1.0767	-8.0294	4.3781	-3.0891	12.1028	2.0733	16.5937	-18.3856	-2.8937	-10.3076	24.2703	-6.3504	51.8640	-12.6412	0.8869	-4.0678	0.8977	1.4149
2376.0000	-15.9323	-5.7615	-16.2730	5.2168	-8.1744	2.8327	-4.2274	5.3899	1.5814	13.0667	-18.2829	-4.4686	-8.2833	20.8529	-6.3723	48.2712	-11.4268	-0.5745	1.8675	2.0314	-1.3335
2380.0000	-13.6993	-8.4677	-13.2249	-2.5724	-9.2502	-0.6495	-4.1732	7.2668	1.7091	12.5274	-14.5195	-0.2862	-6.4386	21.3277	-4.6391	49.3772	-5.0181	2.0293	-5.6163	-3.1967	-2.4858
2384.0000	-13.1081	0.0213	-17.8214	12.5293	-4.7310	6.7633	-4.9756	11.5934	-1.5000	9.0479	-21.0997	-6.7608	-8.4055	21.0352	-10.1185	39.8551	-18.7282	-10.0638	8.7703	6.1666	1.5301
2388.0000	-9.8968	-2.3595	-10.8157	5.3647	-5.1399	1.7870	-3.3024	2.7341	0.5319	7.3116	-12.6276	-3.6358	-4.9486	13.6308	-4.6345	32.1460	-8.0136	-1.9343	3.0647	2.1118	-1.3739
2392.0000	-12.3184	-7.1299	-13.1514	0.0431	-5.0581	3.3634	-2.3734	8.8592	0.9519	10.6433	-13.1976	-2.4797	-6.9479	17.1185	-4.8012	36.3755	-9.5753	-0.8491	-1.9814	1.3805	1.1279
2396.0000	-20.0259	-9.1077	-24.8496	4.8974	-4.9080	11.2872	-3.4894	23.6268	-0.5596	16.9868	-25.0036	-6.2042	-13.7014	29.5833	-11.5449	51.9980	-24.8990	-8.7721	1.3081	6.5936	6.7845
2400.0000	-23.8608	-11.9005	-29.5976	5.7701	-2.8443	16.3566	-2.1580	28.2604	-0.4183	20.0084	-27.9770	-8.9207	-17.0379	31.7027	-12.8326	53.2596	-32.2255	-10.3420	2.6433	11.2028	10.9112
2404.0000	-25.7624	-11.1076	-34.4831	11.4208	1.2749	22.8578	-1.2536	32.8336	-1.7543	19.7313	-31.7274	-13.5719	-19.6075	32.3296	-15.3346	49.8576	-42.4100	-16.5076	8.8396	18.7765	15.5985
2408.0000	-27.9874	-22.6289	-33.5739	-4.8903	1.0318	21.4689	1.6890	36.6313	0.6858	24.3920	-26.0703	-9.0481	-20.3569	33.4060	-10.9995	54.2023	-36.3460	-7.8664	-5.6306	14.2985	17.5925
2412.0000	-26.7412	-24.8346	-25.8099	-14.3003	-6.6524	11.6055	0.9754	29.0744	4.0815	27.9600	-20.1753	-1.2207	-17.7727	32.0601	-6.7204	57.8693	-20.2514	5.1332	-16.2374	1.3554	10.6014
2416.0000	-19.7060	-23.9182	-13.8336	-23.4443	-11.1481	0.7631	0.6113	19.7977	5.8657	25.1247	-9.7790	6.9665	-11.7070	25.2646	-1.2584	49.8303	-1.5587	15.0637	-25.5105	-10.8687	3.4445
2420.0000	-18.4709	-28.0592	-11.1395	-29.8970	-8.9449	0.1530	2.8983	16.9927	6.8973	24.0518	-4.1017	7.8305	-10.3472	20.6325	2.4482	44.0650	2.3814	19.0149	-30.0146	-10.6756	4.2849
2424.0000	-18.4555	-20.4228	-18.8755	-14.7186	-3.3650	8.8029	1.2225	25.3432	2.2542	19.3941	-13.2855	0.2414	-12.5035	24.2909	-4.5923	42.2309	-14.4598	2.4666	-15.4111	0.6284	9.2144
2428.0000	-16.2873	-18.3560	-20.5522	-11.2799	1.3775	12.6858	1.5962	29.4647	-0.1705	15.0671	-13.9797	-2.5338	-12.1466	23.2716	-6.2138	35.9795	-20.3960	-5.0350	-11.0463	6.0903	12.4643
2432.0000	-15.3392	-13.6202	-24.2259	-1.1743	7.5856	19.7234	2.1864	32.0365	-2.8249	10.6431	-17.1691	-8.8164	-13.1288	20.8499	-9.1492	26.0388	-31.7293	-14.9617	-0.1195	16.1806	17.0141
2436.0000	-15.7873	-7.2583	-26.7591	10.2345	8.7201	23.1422	1.1282	30.9865	-4.0922	9.2916	-21.9848	-13.1719	-14.3392	20.3696	-12.3715	22.2707	-39.0999	-20.7050	10.3236	21.4009	17.7012
2440.0000	-17.3342	-13.9731	-25.2021	1.3249	7.7996	20.5833	2.7110	27.0415	-1.7955	11.4704	-17.7284	-11.2216	-13.7630	19.1095	-8.3044	26.9991	-32.9357	-13.2031	2.7571	18.9795	16.6853
2444.0000	-10.7429	-8.6961	-19.5050	3.7579	9.7156	17.6511	2.2524	20.9968	-3.1782	4.0836	-13.0135	-10.8820	-9.1576	12.4163	-6.7568	15.6966	-28.0428	-15.4045	5.8500	18.7940	14.1653
2448.0000	-2.5299	-8.1091	-6.8056	-6.7613	5.9605	6.3413	1.9769	11.8771	-1.7775	-0.1870	-1.4093	-2.3200	-2.1855	5.0516	-0.8023	6.9611	-8.3088	-6.0450	-4.3831	6.4700	6.9859
2452.0000	-3.4115	-8.3481	-7.1251	-7.9224	3.7712	5.5698	1.3478	14.9063	-1.5259	2.2311	-2.7281	-0.4783	-3.1263	7.9240	-1.7952	9.9726	-7.7247	-5.0746	-6.5435	3.4314	6.6494
2456.0000	-7.0032	-2.7729	-14.7322	6.3366	6.0859	13.0946	0.2281	18.9162	-3.4914	2.7495	-12.1447	-7.4719	-7.0505	11.3976	-7.5157	11.0993	-22.4088	-14.6268	6.5463	12.5827	10.1812
2460.0000	-13.4971	-3.6330	-25.2180	12.0237	7.3680	21.7345	-0.2377	33.4927	-5.1282	8.2389	-22.6524	-11.3375	-13.5885	21.4259	-14.0195	19.9307	-38.0706	-22.8214	10.9117	18.4383	16.6395
2464.0000	-17.4075	-9.3387	-29.0549	6.6122	7.0779	24.1017	0.6761	41.1099	-4.5299	13.0846	-24.5996	-10.4513	-16.6435	26.6163	-14.7441	27.0029	-41.1049	-21.6994	5.5812	17.9880	19.7231
2468.0000	-20.0855	-17.7024	-28.7971	-5.2974	4.9922	22.3313	2.2119	44.6068	-2.3608	18.3518	-21.7868	-6.2741	-17.8728	29.3792	-12.2067	33.5519	-36.1994	-14.3211	-5.7693	12.8357	20.4127
2472.0000	-22.2614	-18.3701	-32.5598	-4.0014	6.0461	26.2908	2.5270	51.9314	-3.0541	20.6933	-25.2146	-7.3256	-20.6652	32.8396	-14.7196	34.0018	-42.6220	-17.5202	-4.8567	14.9482	23.8924
2476.0000	-17.2585	-14.9273	-25.0685	-5.8728	3.5689	20.5423	2.0195	46.4739	-2.4539	18.3701	-19.8051	-3.0301	-17.1769	27.8466	-12.5043	24.7531	-33.0221	-13.2215	-7.2987	8.2750	19.7903
2480.0000	-16.2840	-16.4655	-23.9276	-11.0908	1.8613	18.4554	1.5038	51.2961	-2.6731	19.3295	-18.9170	0.6450	-16.8084	30.7296	-12.6993	27.3998	-29.7647	-12.3554	-13.0477	3.4107	19.4023
2484.0000	-16.1888	-19.8151	-22.5539	-15.3867	3.1326	17.9709	3.0544	48.1991	-1.6677	18.9880	-15.3568	0.7800	-16.0257	27.7399	-9.9266	25.5005	-27.0790	-9.0460	-15.9433	3.9581	19.6662
2488.0000	-19.7428	-17.4454	-27.7211	-6.8896	4.4157	23.3413	2.9848	50.2628	-2.1397	20.9809	-21.2339	-3.8397	-19.3986	29.5620	-13.1170	25.6818	-36.7665	-13.2755	-8.0903	9.9981	22.4326
2492.0000	-16.9999	-17.9575	-24.6515	-9.9950	5.5370	21.5818	3.6078	47.9485	-2.1983	18.3007	-17.2437	-2.6635	-17.2048	26.2706	-11.0649	21.1147	-32.7591	-12.1534	-10.2540	9.0435	21.7411
2496.0000	-15.6754	-19.9025	-22.0059	-14.9031	4.6723	18.5760	3.8074	45.7151	-1.5571	17.6819	-13.9645	-0.3940	-15.5024	25.1074	-8.9162	22.0679	-27.2348	-8.9094	-14.6872	5.9743	20.0504
2500.0000	-17.1611	-18.9913	-23.6764	-13.8535	1.8611	18.0316	2.2784	49.5146	-1.7590	20.2130	-17.4949	0.8290	-16.8193	29.9418	-11.1795	28.6822	-28.1977	-9.6593	-15.2004	3.3068	19.3339
2504.0000	-10.1355	-17.3333	-14.1035	-17.9835	3.0188	12.4610	3.5752	38.8404	-0.9958	14.1295	-7.3365	3.6346	-11.1955	19.1328	-5.7643	13.1482	-16.6499	-4.4779	-17.7048	-0.0249	15.7649
2508.0000	-16.9045	-16.6142	-25.6338	-6.5196	8.3970	25.1553	4.7280	49.0570	-2.7165	17.5343	-17.5970	-5.0504	-18.1975	23.8906	-11.7564	13.0308	-37.5348	-14.6973	-6.2625	13.2003	24.4911
2512.0000	-12.2884	-17.4881	-17.6275	-16.8819	1.6352	13.4625	2.2438	44.1281	-1.7088	16.1446	-11.7623	3.5430	-12.8984	24.9285	-8.3941	21.9643	-20.0516	-7.1909	-17.6697	-0.3684	16.2803
2516.0000	-3.2676	-14.4767	-4.7899	-22.7483	-0.6069	2.5073	1.7789	29.3866	-0.6714	8.8573	-0.1708	9.2196	-4.7304	14.5635	-2.0036	11.5757	-1.3070	0.4566	-22.7124	-9.0014	8.1413
2520.0000	-10.7312	-15.7278	-18.8853	-11.1350	9.2789	20.0498	4.8333	43.1500	-3.1063	11.4717	-10.3710	-2.2629	-13.0594	18.0197	-8.1753	6.1697	-28.1738	-12.9434	-9.6498	9.9299	21.3182
2524.0000	-7.8374	-14.9664	-15.1272	-13.3096	8.6365	16.5892	4.5379	39.2413	-2.9946	8.9858	-6.9404	-0.3957	-10.4255	15.3817	-6.3428	4.0220	-22.4041	-11.0813	-11.5591	7.1741	18.8155
2528.0000	-3.6912	-11.1239	-7.4935	-13.4314	5.1606	9.6159	3.6368	28.3633	-1.6412	6.6137	-1.7883	2.8025	-6.4533	9.4530	-3.2834	-1.8092	-11.4428	-5.0222	-12.2608	1.0776	12.7177
2532.0000	-3.7863	-14.4115	-5.0396	-19.4783	3.4944	6.8166	4.3663	26.1481	-0.0776	8.2682	1.5259	5.4984	-5.7715	8.4404	-0.7641	-0.7812	-5.7457	0.6220	-17.9523	-2.7262	11.3542
2536.0000	-4.0042	-12.2610	-5.4178	-15.5225	3.6284	7.5027	4.0898	23.9854	-0.1503	7.8388	0.3564	3.9308	-5.9627	7.4725	-1.3320	-2.2145	-7.3927	-0.3017	-14.2526	-1.0315	11.0388
2540.0000	-9.2495	-14.4838	-13.7228	-10.9858	7.6256	16.0335	5.3602	31.5387	-1.0293	10.5992	-5.8121	-1.6182	-10.7401	11.3559	-4.5368	0.5823	-20.8343	-6.2153	-9.1497	7.8921	17.3902
2544.0000	-10.2388	-14.8609	-13.8759	-12.6207	4.3124	13.7669	4.0679	33.1337	-0.6438	12.9150	-7.3519	0.6452	-11.1146	15.1366	-5.3041	7.8144	-18.5370	-4.5976	-11.9861	3.7507	15.5884
2548.0000	-3.3115	-8.8962	-5.5874	-10.7596	3.1918	6.8565	2.7528	21.1087	-0.8363	5.8949	-1.3616	2.5195	-5.1075	7.4522	-2.2899	-0.3376	-7.9878	-2.6168	-10.0200	0.0423	9.2934
